,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
4474,1,Ace Of Base,The Sign,1994,5ksRONqssB7BR161NTtJAm,bubblegum dance,212549,https://i.scdn.co/image/df9a1dd7f15d98cdbef3ee8c44adae7dec4142d6
4475,2,All-4-One,I Swear,1994,1B8ySGDAiXTCvnJNH4HSCG,boy band,204744,https://i.scdn.co/image/1f912eefc0e58217cb38dca4fe6a2b7fec16b826
4476,3,Boyz II Men,I'll Make Love To You,1994,6O74knDqdv3XaWtkII7Xjp,boy band,1157248,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb
4477,4,Celine Dion,The Power Of Love,1994,4S9EykWXhStSc15wEx8QFK,canadian pop,1477245,https://i.scdn.co/image/77215e7613ba135d71ead7c51cfd729fe41e0f03
4478,5,Mariah Carey,Hero,1994,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,3468195,https://i.scdn.co/image/afd38eeb7e2d9b2e1462de29fd8d96acb1959115
4479,6,Lisa Loeb and Nine Stories,Stay (I Missed You),1994,4a7CDXcRCXi4kp5z7SEXtg,folk-pop,22180,https://i.scdn.co/image/834c595bc8f2d007bfdf9d1d87d09c68a26b4089
4480,7,Toni Braxton,Breathe Again,1994,3X458ddYA2YcVWuVIGGOYe,dance pop,1291583,https://i.scdn.co/image/7fbe3cd2966417a5b369a934099878faa9d8a65b
4481,8,"Bryan Adams, Rod Stewart and Sting",All For Love,1994,3Z02hBLubJxuFJfhacLSDc,album rock,843151,https://i.scdn.co/image/221676462fd9e40847b9ccb4697cdd201dcc891b
4482,9,Ace Of Base,All That She Wants,1994,5ksRONqssB7BR161NTtJAm,bubblegum dance,212549,https://i.scdn.co/image/df9a1dd7f15d98cdbef3ee8c44adae7dec4142d6
4483,10,Ace Of Base,Don't Turn Around,1994,5ksRONqssB7BR161NTtJAm,bubblegum dance,212549,https://i.scdn.co/image/df9a1dd7f15d98cdbef3ee8c44adae7dec4142d6
4484,11,R. Kelly,Bump N' Grind,1994,2mxe0TnaNL039ysAj51xPQ,unassigned,1658543,https://i.scdn.co/image/b81390065f0c65c26270a4ca1d2ceae3e30efed6
4485,12,Janet Jackson,Again,1994,4qwGe91Bz9K2T8jXTZ815W,dance pop,1160038,https://i.scdn.co/image/fb98451f3e31de67c35bcb22f0551728b180c3d4
4486,13,Madonna,I'll Remember,1994,6tbjWDEIzxoDsBA1FuhfPW,dance pop,2487563,https://i.scdn.co/image/19cf1c640fdaf39577fa07ad111d51cb1bc78216
4487,14,Salt-N-Pepa,Whatta Man,1994,7wqtxqI3eo7Gn1P7SpP6cQ,girl group,267666,https://i.scdn.co/image/6ff07d51815e67b11f8c2e4a4bebc2b6b3bbe7eb
4488,15,John Mellencamp and Me'shell Ndegeocello,Wild Night,1994,3lPQ2Fk5JOwGWAF3ORFCqH,album rock,397876,https://i.scdn.co/image/d8c5fdc3749fb40310093c31710d2c105feb27c3
4489,16,Mariah Carey,Without You / Never Forget You,1994,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,3468195,https://i.scdn.co/image/afd38eeb7e2d9b2e1462de29fd8d96acb1959115
4490,17,Toni Braxton,You Mean The World To Me,1994,3X458ddYA2YcVWuVIGGOYe,dance pop,1291583,https://i.scdn.co/image/7fbe3cd2966417a5b369a934099878faa9d8a65b
4491,18,Elton John,Can You Feel The Love Tonight,1994,3PhoLpVuITZKcymswpck5b,glam rock,1873729,https://i.scdn.co/image/f50ae3e5cf3637c5f486b6205468c245644be36e
4492,19,Prince,The Most Beautiful Girl In The World,1994,5a2EaR3hamoenG9rDuVn8j,funk,2700633,https://i.scdn.co/image/2df771ec0ca4da2492eadd811b2553395756cfa4
4493,20,Coolio,Fantastic Voyage,1994,3y24n3XhZ96wgwRXjvS17T,g funk,218854,https://i.scdn.co/image/bdf1030866c0daf84db845d41c25e738fd7d7bdd
4494,21,Big Mountain,Baby I Love Your Way,1994,0Jeckitay8SbvKwqAzWuYH,unassigned,42473,https://i.scdn.co/image/0b9e27f07ff42d964bb96a09df3fb35f7350378f
4495,22,Warren G and Nate Dogg,Regulate,1994,2B4ZHz4QDWJTXPFPgO5peE,g funk,648808,https://i.scdn.co/image/b4e391e4baf471b23cbb34ca6a7fdfb972f01177
4496,23,Jon Secada,If You Go,1994,10n1KB2sjTrGdyuC83y8jW,unassigned,71652,https://i.scdn.co/image/ee5bad15b240a6ed3c619dea089c0b92205c5eca
4497,24,Aaliyah,Back & Forth,1994,0urTpYCsixqZwgNTkPJOJ4,dance pop,1326619,https://i.scdn.co/image/341693fbd0b8ed0e8ae042713598e2c9ea4870dc
4498,25,Richard Marx,Now And Forever,1994,0grdhNhiRLFBaFVyybqsj6,album rock,279812,https://i.scdn.co/image/4d07dae7bb96e90abcc9d07532487abdf6a27b8a
4499,26,Babyface,When Can I See You,1994,3aVoqlJOYx31lH1gibGDt3,dance pop,498862,https://i.scdn.co/image/8eeb70d0cfa82777a2dd7a66814e5309de4b318a
4500,27,Bryan Adams,Please Forgive Me,1994,3Z02hBLubJxuFJfhacLSDc,album rock,843151,https://i.scdn.co/image/221676462fd9e40847b9ccb4697cdd201dcc891b
4501,28,All-4-One,So Much In Love,1994,1B8ySGDAiXTCvnJNH4HSCG,boy band,204744,https://i.scdn.co/image/1f912eefc0e58217cb38dca4fe6a2b7fec16b826
4502,29,Salt-N-Pepa,Shoop,1994,7wqtxqI3eo7Gn1P7SpP6cQ,girl group,267666,https://i.scdn.co/image/6ff07d51815e67b11f8c2e4a4bebc2b6b3bbe7eb
4503,30,Janet Jackson,"Any Time, Any Place / And On And On",1994,4qwGe91Bz9K2T8jXTZ815W,dance pop,1160038,https://i.scdn.co/image/fb98451f3e31de67c35bcb22f0551728b180c3d4
4504,31,Collective Soul,Shine,1994,4e5V1Q2dKCzbLVMQ8qbTn6,alternative metal,354918,https://i.scdn.co/image/9792ea95ceb57c8d98738529729a6be0b1f1636d
4505,32,Michael Bolton,Said I Loved YouÌÎ__Ì´Ì¥__But I Lied,1994,6YHEMoNPbcheiWS2haGzkn,adult standards,474068,https://i.scdn.co/image/5bbc584aafae22616f851d02cee0c9cc2a089953
4506,33,Enigma,Return To Innocence,1994,3441uYrkzgTWwjXLd13R0U,banda,328084,https://i.scdn.co/image/10bb3bdccf17f5b81117442436c6b9271e51161b
4507,34,Sheryl Crow,All I Wanna Do,1994,4TKTii6gnOnUXQHyuo9JaD,folk-pop,387883,https://i.scdn.co/image/bd3437e8b4d86069095b0d86febbf2c3fafc53c7
4508,35,Crash Test Dummies,Mmm Mmm Mmm Mmm,1994,1YEGETLT2p8k97LIo3deHL,canadian rock,104930,https://i.scdn.co/image/f1210ab39e478b28f71853f925940120227261f2
4509,36,Tevin Campbell,Can We Talk,1994,5VfqJBmXcf6ZqXoGij5qTE,dance pop,299185,https://i.scdn.co/image/54017118be0e9c9d61ffee0e483e98f230948dab
4510,37,Da Brat,Funkdafied,1994,2I1bnmb9VQEQGKHxvr0gSf,hip hop,135982,https://i.scdn.co/image/588abbff92446ec0bd740cf837a83c9494d5dfec
4511,38,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),1994,7dnB1wSxbYa8CejeVg98hz,album rock,305201,https://i.scdn.co/image/b04ec377721288ae090c74c8d26710a6d43ef765
4512,39,Drs,Gangsta Lean,1994,0WCfu8x76QX3CjVgiE3Hn2,drum and bass,8033,https://i.scdn.co/image/f5305375fe674b9b79489ed66efb72eae554be41
4513,40,"10,000 Maniacs",Because The Night,1994,0MBIKH9DjtBkv8O3nS6szj,alternative rock,107134,https://i.scdn.co/image/0ef8206509549f21423bb86c7fc492080b351edf
4514,41,US3,Cantaloop,1994,4LtIfuFeAamus9OOItuWDD,acid jazz,29180,https://i.scdn.co/image/64853c1f8cabccdbf8be496ac0f83167a9a55993
4515,42,Tag Team,Whoomp! (There It Is),1994,3NfJ6VPVz0lf3jWy5F1N7g,miami bass,12615,https://i.scdn.co/image/c3e5e99ca4afead14f53f5360c2079b66946b449
4516,43,Melissa Etheridge,Come To My Window,1994,01Ppu7N8uYJI8SAONo2YZA,folk,153910,https://i.scdn.co/image/dc8d287b1581103cbbb35d1c4ce739c1ac2718f0
4517,44,Changing Faces,Stroke You Up,1994,3lJ6jvOiNY46L2juqXufpf,girl group,182121,https://i.scdn.co/image/c51924d726d0a0fa20d5bf4f052cd9c93e0718a1
4518,45,Tevin Campbell,I'm Ready,1994,5VfqJBmXcf6ZqXoGij5qTE,dance pop,299185,https://i.scdn.co/image/54017118be0e9c9d61ffee0e483e98f230948dab
4519,46,Crystal Waters,100% Pure Love,1994,2sd9Q3r0Jhqpe3w9WVuG43,disco house,29129,https://i.scdn.co/image/0254db261eadea36a4d07ff9fb8ad860ebe8ae77
4520,47,Mariah Carey,Anytime You Need A Friend,1994,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,3468195,https://i.scdn.co/image/afd38eeb7e2d9b2e1462de29fd8d96acb1959115
4521,48,Janet Jackson,Because Of Love,1994,4qwGe91Bz9K2T8jXTZ815W,dance pop,1160038,https://i.scdn.co/image/fb98451f3e31de67c35bcb22f0551728b180c3d4
4522,49,Cranberries,Linger,1994,7t0rwkOPGlDPEhaOcVtOt9,irish rock,1239695,https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251
4523,50,Beck,Loser,1994,3vbKDsSS70ZX9D2OcvbZmS,alternative rock,802616,https://i.scdn.co/image/0f9a6de96397097f0a717bdbd4b15fe9d97ca5d0
4524,51,Gin Blossoms,Found Out About You,1994,6kXp61QMZFPcKMcRPqoiVj,alternative rock,208975,https://i.scdn.co/image/376fb2c94b443d9f2df1b5ad6339f1d5c28b06ff
4525,52,Snoop Doggy Dogg,Gin And Juice,1994,7hJcb9fa4alzcOq3EaNPoG,g funk,3748013,https://i.scdn.co/image/b6110a0ff25000578e4bd1bbd72ad6efaa5d6b4e
4526,53,Immature,Never Lie,1994,4XDxFeclKBCFPb30yQlRUH,new jack swing,96966,https://i.scdn.co/image/ded0cadbeb862c6532b2017a49cff6ce702bf700
4527,54,Bruce Springsteen,Streets Of Philadelphia,1994,3eqjTLE0HfPfh78zjh6TqT,heartland rock,1694915,https://i.scdn.co/image/bfebac3159d5a6a5be5c05d6eb133fbceafe08c6
4528,55,Domino,Getto Jam,1994,09C0xjtosNAIXP36wTnWxd,adult standards,174905,https://i.scdn.co/image/795ae538a48341d36523c1644b0da31a542db7e5
4529,56,Luther Vandross and Mariah Carey,Endless Love,1994,19y5MFBH7gohEdGwKM7QsP,disco,742356,https://i.scdn.co/image/742bf7eab080245961f80541c89a3c85061ff389
4530,57,Aaron Hall,I Miss You,1994,772SIFJQiXTCfxncTK1UMn,neo soul,169194,https://i.scdn.co/image/dcde9f17fe13adbb5b1444fa6788111207eb0bad
4531,58,Xscape,Understanding,1994,5z2cHsOmmmWcAPNG1oEhw0,dance pop,553804,https://i.scdn.co/image/863cd288e011aeedd4ab96fe3f165513ac7b7e35
4532,59,Warren G,This D.J.,1994,2B4ZHz4QDWJTXPFPgO5peE,g funk,648808,https://i.scdn.co/image/b4e391e4baf471b23cbb34ca6a7fdfb972f01177
4533,60,Jodeci,Cry For You,1994,1eNkUXHPaXyuyC8NAgzykK,dance pop,710423,https://i.scdn.co/image/b4600df5d140fabc3e596758c9d4c9ccc83326ba
4534,61,2Pac,Keep Ya Head Up,1994,1ZwdS5xdxEREPySFridCfh,g funk,4675847,https://i.scdn.co/image/fdb2382075f400ca2f2fbddaebb93add82ca8f32
4535,62,Snoop Doggy Dogg,Who Am I (What's My Name?),1994,7hJcb9fa4alzcOq3EaNPoG,g funk,3748013,https://i.scdn.co/image/b6110a0ff25000578e4bd1bbd72ad6efaa5d6b4e
4536,63,Real McCoy,Another Night,1994,2vRfKzjQYJQd67X8x49MOh,bubblegum dance,38081,https://i.scdn.co/image/c571dc85cd0ec5d9fac1b0a299d570b8d863cda9
4537,64,R. Kelly,Your Body's Callin',1994,2mxe0TnaNL039ysAj51xPQ,unassigned,1658543,https://i.scdn.co/image/b81390065f0c65c26270a4ca1d2ceae3e30efed6
4538,65,69 Boyz,Tootsee Roll,1994,7qeBsFLeNEuzrDhDMbnDwF,miami bass,31527,https://i.scdn.co/image/e753f0070391069696f9fd06ef1b6a26aa459656
4539,66,Jimmy Cliff,I Can See Clearly Now,1994,3rJ3m1tM6vUgiWLjfV8sRf,dub,354537,https://i.scdn.co/image/fe3293c414361d15eb92ba8124279ecdc58639d1
4540,67,Babyface,Never Keeping Secrets,1994,3aVoqlJOYx31lH1gibGDt3,dance pop,498862,https://i.scdn.co/image/8eeb70d0cfa82777a2dd7a66814e5309de4b318a
4541,68,Aerosmith,Crazy,1994,7Ey4PD4MYsKc5I2dolUwbH,album rock,5117320,https://i.scdn.co/image/c9cffe61851b0d00f4f44c0e4e10d6e723e32c93
4542,69,Xscape,Just Kickin' It,1994,5z2cHsOmmmWcAPNG1oEhw0,dance pop,553804,https://i.scdn.co/image/863cd288e011aeedd4ab96fe3f165513ac7b7e35
4543,70,Aaliyah,At Your Best (You Are Love),1994,0urTpYCsixqZwgNTkPJOJ4,dance pop,1326619,https://i.scdn.co/image/341693fbd0b8ed0e8ae042713598e2c9ea4870dc
4544,71,Meat Loaf,Rock And Roll Dreams Come Through,1994,7dnB1wSxbYa8CejeVg98hz,album rock,305201,https://i.scdn.co/image/b04ec377721288ae090c74c8d26710a6d43ef765
4545,72,Aerosmith,Amazing,1994,7Ey4PD4MYsKc5I2dolUwbH,album rock,5117320,https://i.scdn.co/image/c9cffe61851b0d00f4f44c0e4e10d6e723e32c93
4546,73,Erasure,Always,1994,0z5DFXmhT4ZNzWElsM7V89,dance rock,355354,https://i.scdn.co/image/bacdd26e62fbd8527771196f5f708ef060cd898c
4547,74,Zhane,Groove Thang,1994,6cjSmkVvMvyE6tCAo1M9Is,funk,103794,https://i.scdn.co/image/fb4cbba81ee8779e9c009adec62c449bc39ef071
4548,75,Gabrielle,Dreams,1994,3w6zswp5THsSKYLICUbDTZ,acoustic pop,395615,https://i.scdn.co/image/03af427a7b962d3c782a4ca73fbe02b3c42189bd
4549,76,Culture Beat,Mr. Vain,1994,0BZ3BHzfYwpd3k5TDnvAz8,bubblegum dance,43708,https://i.scdn.co/image/6c1a4a85b3030b699a785b0744dccdb7ab0444b4
4550,77,Tom Petty and The Heartbreakers,Mary Jane's Last Dance,1994,4tX2TplrkIP4v05BNC903e,album rock,725566,https://i.scdn.co/image/b3c930705d502022b13f9c7134db8ae84a8ae71f
4551,78,SWV,Anything,1994,2NmK5FyrQ18HOPXq1UBzqa,dance pop,634440,https://i.scdn.co/image/cbb7e9b1dcf438402537848bfabdd06b8bbb7e49
4552,79,Joshua Kadison,Beautiful In My Eyes,1994,2VrP5BkyzDhY43dWMlaYjD,unassigned,11809,https://i.scdn.co/image/3f8f44cd6bc70b2808d5b72e907c5dcd04d515af
4553,80,Eternal,Stay,1994,70AkqfU43ou9hFxJZTDt7A,emo rap,28791,https://i.scdn.co/image/77cb6d1e8c652332428f27ff4ded70dce7a2db55
4554,81,Craig Mack,Flava In Ya Ear,1994,4akj4uteQQrrGxhX9Rjuyf,gangster rap,68946,https://i.scdn.co/image/7d140bda4090cd39c8879e1e0744a277a74ff5b0
