,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
3611,38,Pointer Sisters,Neutron Dance,1985,2kreKea2n96dXjcyAU9j5N,dance rock,209490,https://i.scdn.co/image/ffc34b0525b4d1a1d098881f7f0272d183db19a2
3612,39,Pat Benatar,We Belong,1985,43mhFhQ4JAknA7Ik1bOZuV,album rock,465627,https://i.scdn.co/image/5c8b202334b31cfb4fe24a0b2e7e0aebffb92b7d
3613,40,Commodores,Nightshift,1985,6twIAGnYuIT1pncMAsXnEm,adult standards,520526,https://i.scdn.co/image/fb1e06f4d1ea0b86efdb1245a6dc13be546cc2e7
3614,41,Howard Jones,Things Can Only Get Better,1985,6loBF9iQdE11WSX29fNKqY,dance rock,112102,https://i.scdn.co/image/2c3edfbef7110ad811e496d4b6295055a6d4bb44
3615,42,Jack Wagner,All I Need,1985,57EljyVzzkhN9Dornk7gZx,unassigned,1839,https://i.scdn.co/image/66c373b5c585db732b67690a1569eb00ede8bfd5
3616,43,Aretha Franklin,Freeway Of Love,1985,7nwUJBm0HE4ZxD3f5cy5ok,christmas,1536786,https://i.scdn.co/image/c5662abce23781f86275ea6540c6e299845f8d82
3617,44,Corey Hart,Never Surrender,1985,0smy8yDrRoI4CnhpOuthg0,album rock,64442,https://i.scdn.co/image/0c319f6e351eee9828b1c25ca27eb4236ae7013d
3618,45,Phil Collins,Sussudio,1985,4lxfqrEsLX6N1N4OCSkILp,mellow gold,1409484,https://i.scdn.co/image/31fbe64783eb5d493161640bd599dceafc615c6d
3619,46,Sheena Easton,Strut,1985,5dcOK4stT4JDkP6Dqhbz5s,disco,134990,https://i.scdn.co/image/c89848e407aa02ab2ebfe404843812fe16cad5b7
3620,47,Whitney Houston,You Give Good Love,1985,6XpaIBNiVzIetEPCWDvAFP,dance pop,3206503,https://i.scdn.co/image/cef7e2b0709802736d9e6f7b1970403265c88271
3621,48,Survivor,The Search Is Over,1985,26bcq2nyj5GB7uRr558iQg,album rock,317489,https://i.scdn.co/image/c9a5e1aa1ca89cb0fe12e7ae4a0ad30152b4d7ed
3622,49,Diana Ross,Missing You,1985,3MdG05syQeRYPPcClLaUGl,adult standards,690619,https://i.scdn.co/image/5e4a4550958951f0610f37307ab9a5dd6316a9e7
3623,50,Phil Collins and Marilyn Martin,Separate Lives,1985,4lxfqrEsLX6N1N4OCSkILp,mellow gold,1409484,https://i.scdn.co/image/31fbe64783eb5d493161640bd599dceafc615c6d
3624,51,Prince and The Revolution,Raspberry Beret,1985,5a2EaR3hamoenG9rDuVn8j,funk,2700633,https://i.scdn.co/image/2df771ec0ca4da2492eadd811b2553395756cfa4
3625,52,Billy Ocean,Suddenly,1985,5IDs1CK15HegSAhGEbSYXo,dance rock,254048,https://i.scdn.co/image/52a8c4693a2ac9af54dec776c225fe57ceb4160f
3626,53,Don Henley,The Boys Of Summer,1985,5dbuFbrHa1SJlQhQX9OUJ2,album rock,369937,https://i.scdn.co/image/e3bb4b09ffbf0a8f420ae14837208056cf64451e
3627,54,Murray Head,One Night In Bangkok,1985,479Yp6DvyXoIaCssAxB4QR,unassigned,15063,https://i.scdn.co/image/1485892b2ceaf4e5ec47f03a5f34cee9475d3790
3628,55,Sting,If You Love Somebody Set Them Free,1985,0Ty63ceoRnnJKVEYP0VQpk,permanent wave,962139,https://i.scdn.co/image/019d795f6e3849047c663668aa2b02a713eeb7a3
3629,56,Animotion,Obsession,1985,6eQHjJJa52LUGjBKP5UPos,dance rock,9992,https://i.scdn.co/image/da8f210ed81fbcfea186275257c244e4528a1f7a
3630,57,Tina Turner,We Don't Need Another Hero,1985,1zuJe6b1roixEKMOtyrEak,disco,826275,https://i.scdn.co/image/cf860c0e880d74dafe187f732c0093af95fda142
3631,58,Madonna,Material Girl,1985,6tbjWDEIzxoDsBA1FuhfPW,dance pop,2487563,https://i.scdn.co/image/19cf1c640fdaf39577fa07ad111d51cb1bc78216
3632,59,Tina Turner,Better Be Good To Me,1985,1zuJe6b1roixEKMOtyrEak,disco,826275,https://i.scdn.co/image/cf860c0e880d74dafe187f732c0093af95fda142
3633,60,Tears For Fears,Head Over Heels,1985,4bthk9UfsYUYdcFyqxmSUU,art rock,823324,https://i.scdn.co/image/bc544c27be5e8b1f6b555ee3e9ad14e4be972a18
3634,61,Harold Faltermeyer,Axel F,1985,7Cf73Z3RZQTH4V69GSDxnv,german soundtrack,10695,https://i.scdn.co/image/595485b5a0d83252a95f5fcb21a7101f73b08386
3635,62,Sade,Smooth Operator,1985,47zz7sob9NUcODy0BTDvKx,neo soul,1256865,https://i.scdn.co/image/91c07d86986b1dc3ee7bf900a62b55260c070951
3636,63,Mary Jane Girls,In My House,1985,7vRMMs8yrKf4PKUpUllMkr,disco,85751,https://i.scdn.co/image/8cfed993cddba409784f1efa132057b45ddcbb2d
3637,64,Phil Collins,Don't Lose My Number,1985,4lxfqrEsLX6N1N4OCSkILp,mellow gold,1409484,https://i.scdn.co/image/31fbe64783eb5d493161640bd599dceafc615c6d
3638,65,Cyndi Lauper,All Through The Night,1985,2BTZIqw0ntH9MvilQ3ewNY,dance pop,631556,https://i.scdn.co/image/3d63775a2e6398ed8bed1dfaf130874dfedc1cc4
3639,66,Bryan Adams,Run To You,1985,3Z02hBLubJxuFJfhacLSDc,album rock,843151,https://i.scdn.co/image/221676462fd9e40847b9ccb4697cdd201dcc891b
3640,67,Bruce Springsteen,Glory Days,1985,3eqjTLE0HfPfh78zjh6TqT,heartland rock,1694915,https://i.scdn.co/image/bfebac3159d5a6a5be5c05d6eb133fbceafe08c6
3641,68,Til Tuesday,Voices Carry,1985,1L0y9srZMyh9XUnYGv37IP,boston rock,37983,https://i.scdn.co/image/f5e2d29c12925e1d5e36c75a2080b07acc16cd16
3642,69,Kool and The Gang,Misled,1985,3VNITwohbvU5Wuy5PC6dsI,disco,724132,https://i.scdn.co/image/60546a9f9a406f1a553601b699aab0e133395d3f
3643,70,Eurythmics,Would I Lie To You?,1985,0NKDgy9j66h3DLnN8qu1bB,dance rock,518563,https://i.scdn.co/image/997d275fd7d135ea6221a71c9e045a87594e7eb3
3644,71,ABC,Be Near Me,1985,2s79xe5F6eUQkjwjww27Fh,art rock,107988,https://i.scdn.co/image/5f3a5d166208f063be876b29d54fe4d2f6290c3f
3645,72,Paul McCartney,No More Lonely Nights,1985,4STHEaNw4mPZ2tzheohgXB,album rock,1760594,https://i.scdn.co/image/2e9e61aa45f32c8d6c35a7e407d50ce1256df210
3646,73,Survivor,I Can't Hold Back,1985,26bcq2nyj5GB7uRr558iQg,album rock,317489,https://i.scdn.co/image/c9a5e1aa1ca89cb0fe12e7ae4a0ad30152b4d7ed
3647,74,Bryan Adams,Summer Of '69,1985,3Z02hBLubJxuFJfhacLSDc,album rock,843151,https://i.scdn.co/image/221676462fd9e40847b9ccb4697cdd201dcc891b
3648,75,Katrina and The Waves,Walking On Sunshine,1985,2TzHIUhVpeeDxyJPpQfnV3,new wave pop,21565,https://i.scdn.co/image/733bf3eb9178fd24dbce4a9a5ec64d0c870ea822
3649,76,Wham!,Freedom,1985,5lpH0xAS4fVfLkACg9DAuM,dance rock,476262,https://i.scdn.co/image/028bf41acbd7858a4a8acf688a392d4ee9e369ef
3650,77,Julian Lennon,Too Late For Goodbyes,1985,4Tvos0a5rRrBu4Oodu5f79,unassigned,25171,https://i.scdn.co/image/2b6b9d7f274dab61f0b4c6c6eddbf0ac209e2adc
3651,78,Julian Lennon,Valotte,1985,4Tvos0a5rRrBu4Oodu5f79,unassigned,25171,https://i.scdn.co/image/2b6b9d7f274dab61f0b4c6c6eddbf0ac209e2adc
3652,79,Power Station,Some Like It Hot,1985,1EemADz12kjlGwkpY4EINv,dance rock,32411,https://i.scdn.co/image/a56b9a8e2b869d2d454a39a0824532aa56790711
3653,80,Ashford and Simpson,Solid,1985,2EURsXo9qlt1aMWlviGCRi,classic soul,139322,https://i.scdn.co/image/36dccc4ec3002689941c020919122a0076d6f6de
3654,81,Madonna,Angel,1985,6tbjWDEIzxoDsBA1FuhfPW,dance pop,2487563,https://i.scdn.co/image/19cf1c640fdaf39577fa07ad111d51cb1bc78216
3655,82,Bruce Springsteen,I'm On Fire,1985,3eqjTLE0HfPfh78zjh6TqT,heartland rock,1694915,https://i.scdn.co/image/bfebac3159d5a6a5be5c05d6eb133fbceafe08c6
3656,83,Daryl Hall and John Oates,Method Op Modern Love,1985,77tT1kLj6mCWtFNqiOmP9H,album rock,594682,https://i.scdn.co/image/eeab05fe8e7333d75cb4b7484ec77032a632b17c
3657,84,Thompson Twins,Lay Your Hands On Me,1985,5jVeqi3PNaTOajfvBa4uFn,dance rock,167666,https://i.scdn.co/image/d192241f8d790091af097a62eaa28a9c23ce8c98
3658,85,Debarge,Who's Holding Donna Now,1985,6is2U7I1jlI8PjxNZOHIMV,disco,166499,https://i.scdn.co/image/35dc75a6db113801e5798d29fb6e4ac35125e5d0
3659,86,John Cougar Mellencamp,Lonely Ol' Night,1985,3lPQ2Fk5JOwGWAF3ORFCqH,album rock,397876,https://i.scdn.co/image/d8c5fdc3749fb40310093c31710d2c105feb27c3
3660,87,Heart,What About Love,1985,0n94vC3S9c3mb2HyNAOcjg,folk-pop,593980,https://i.scdn.co/image/862dbfb94dcea2171a88597081a0fba350dc28ef
3661,88,David Lee Roth,California Girls,1985,0KyCXNSa7ZMb5LydfKbLG3,album rock,184630,https://i.scdn.co/image/03687c399b7f43ffd04758ed82047af5b1df8673
3662,89,Kool and The Gang,Fresh,1985,3VNITwohbvU5Wuy5PC6dsI,disco,724132,https://i.scdn.co/image/60546a9f9a406f1a553601b699aab0e133395d3f
3663,90,Jermaine Jackson,Do What You Do,1985,1VDurPMbOKrNU8mcMP4X1P,disco,33296,https://i.scdn.co/image/a5b575d7d570111d947eac7724b3544717f575ea
3664,91,The Time,Jungle Of Love,1985,1EgGVV9cmmlLEsFlunjmvv,disco,151442,https://i.scdn.co/image/5640961beafe2c7a004859a6acf5fd719693dbed
3665,92,Bruce Springsteen,Born In The USA,1985,3eqjTLE0HfPfh78zjh6TqT,heartland rock,1694915,https://i.scdn.co/image/bfebac3159d5a6a5be5c05d6eb133fbceafe08c6
3666,93,Tina Turner,Private Dancer,1985,1zuJe6b1roixEKMOtyrEak,disco,826275,https://i.scdn.co/image/cf860c0e880d74dafe187f732c0093af95fda142
3667,94,Aretha Franklin,Who's Zoomin' Who,1985,7nwUJBm0HE4ZxD3f5cy5ok,christmas,1536786,https://i.scdn.co/image/c5662abce23781f86275ea6540c6e299845f8d82
3668,95,Sting,Fortress Around Your Heart,1985,0Ty63ceoRnnJKVEYP0VQpk,permanent wave,962139,https://i.scdn.co/image/019d795f6e3849047c663668aa2b02a713eeb7a3
3669,96,Lionel Richie,Penny Lover,1985,3gMaNLQm7D9MornNILzdSl,adult standards,895337,https://i.scdn.co/image/dc35e22196eb030325b04752e288fd27d9819e7f
3670,97,Don Henley,All She Wants To Do Is Dance,1985,5dbuFbrHa1SJlQhQX9OUJ2,album rock,369937,https://i.scdn.co/image/e3bb4b09ffbf0a8f420ae14837208056cf64451e
3671,98,Madonna,Dress You Up,1985,6tbjWDEIzxoDsBA1FuhfPW,dance pop,2487563,https://i.scdn.co/image/19cf1c640fdaf39577fa07ad111d51cb1bc78216
3672,99,Night Ranger,Sentimental Street,1985,1Ha0Fz4i0d4gu5fZbhBCtH,album rock,198299,https://i.scdn.co/image/67d57a7bbc61fc3a4f1c5a5f0da83379ddcff519
3673,100,Sheena Easton,Sugar Walls,1985,5dcOK4stT4JDkP6Dqhbz5s,disco,134990,https://i.scdn.co/image/c89848e407aa02ab2ebfe404843812fe16cad5b7
