,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
5898,28,Jesse McCartney,Leavin',2008,2Hjj68yyUPiC0HKEOigcEp,dance pop,498369,https://i.scdn.co/image/58d6a8a3e4041da328b327d289224dd6341aaed0
5899,29,Kardinal Offishall feat. Akon,Dangerous,2008,5P2rwRBgIN450RaJxdjYdA,pop rap,20787,https://i.scdn.co/image/864f342db5721217e21b62fd92cd33930240344e
5900,30,Jordin Sparks,Tattoo,2008,2AQjGvtT0pFYfxR3neFcvz,dance pop,919081,https://i.scdn.co/image/cd7dd075376199bbeacd472734712ed35c6e6ea7
5901,31,Miley Cyrus,See You Again,2008,5YGY8feqx7naU7z4HrwZM6,dance pop,6736710,https://i.scdn.co/image/ae71f02aececa87c716a4e0abe39f703c9054d59
5902,32,Metro Station,Shake It,2008,7vXwfZyDp3spzIVNXDaTPN,electropowerpop,147598,https://i.scdn.co/image/57ec8a955c03d58b6545e7742d8d4ead2c1006fd
5903,33,OneRepublic,Stop And Stare,2008,5Pwc4xIPtQLFEnJriah9YJ,neo mellow,5644163,https://i.scdn.co/image/c52d6c4414892e4eebe6ae7a3d3d441f7728139b
5904,34,Sean Kingston,Take You There,2008,6S0dmVVn4udvppDhZIWxCr,dance pop,1076485,https://i.scdn.co/image/faf6044a48f42c6530483f31e9e213d159546eb5
5905,35,M.I.A.,Paper Planes,2008,0QJIPDAEDILuo8AIq3pMuU,dance pop,704283,https://i.scdn.co/image/31ef1aaf80f623deaeda9c8d5a4074b7f8b34516
5906,36,Katy Perry,Hot N Cold,2008,6jJ0s89eD6GaHleKKya26X,dance pop,11170847,https://i.scdn.co/image/fcdc433e8ccf8d46d58ac70db322feb9b3328731
5907,37,T.I. feat. Rihanna,Live Your Life,2008,4OBJLual30L7gRl5UkeRcT,dance pop,2505173,https://i.scdn.co/image/eae4a88e33baad4b4ce4605aa074c45766e94d09
5908,38,Plies feat. Ne-Yo,Bust It Baby Part 2,2008,3jksrX4oBklxR78ft8gv3j,dirty south rap,707266,https://i.scdn.co/image/7e10eb7ee903f6c02edaca9d220cad9d8404ab6f
5909,39,Estelle feat. Kanye West,American Boy,2008,5T0MSzX9RC5NA6gAI6irSn,neo soul,140777,https://i.scdn.co/image/096472d14e73f69c619f5d580a9518c68a302677
5910,40,Lil Wayne feat. T-Pain,Got Money,2008,55Aa2cqylxrFIXC767Z865,hip hop,6519017,https://i.scdn.co/image/018153d1b9a3e60e970e5f9b0ae3e028ed980f0f
5911,41,Taylor Swift,Our Song,2008,06HL4z0CvFAxyc27GXpf02,dance pop,15043751,https://i.scdn.co/image/bdaeccb035a8af87b7a70b62217ff5c633ba6c7c
5912,42,Danity Kane,Damaged,2008,3FD9VAd0ppjmKbfxF4LzUh,dance pop,242623,https://i.scdn.co/image/68125870fdff456e17ad48b25d0ba948d1379515
5913,43,Lil Wayne,A Milli,2008,55Aa2cqylxrFIXC767Z865,hip hop,6519017,https://i.scdn.co/image/018153d1b9a3e60e970e5f9b0ae3e028ed980f0f
5914,44,Buckcherry,Sorry,2008,0yN7xI1blow9nYIK0R8nM7,alternative metal,248857,https://i.scdn.co/image/6af4c384383d7cccb4fcc6fee4baf650bc4b5d31
5915,45,Webbie feat. Lil' Phat & Lil' Boosie,Independent,2008,6aIm51fHkokqlJn2vzNTH8,crunk,393632,https://i.scdn.co/image/08fa85178f4a59b0230fe345ae43930648d2e1f4
5916,46,T-Pain feat. Lil Wayne,Can't Believe It,2008,3aQeKQSyrW4qWr35idm0cy,dance pop,1648146,https://i.scdn.co/image/dab9399b1ff1179f2b1042a6f748488938d81ed1
5917,47,Alicia Keys,Like You'll Never See Me Again,2008,3DiDSECUqqY1AuBP8qtaIa,hip pop,5116648,https://i.scdn.co/image/05e25d030a1caa1611b1e7248d89b557d9867258
5918,48,Taylor Swift,Teardrops On My Guitar,2008,06HL4z0CvFAxyc27GXpf02,dance pop,15043751,https://i.scdn.co/image/bdaeccb035a8af87b7a70b62217ff5c633ba6c7c
5919,49,The Pussycat Dolls,When I Grow Up,2008,6wPhSqRtPu1UhRCDX5yaDJ,australian pop,2173601,https://i.scdn.co/image/060a9902405c45a56a9544413c47e6928c3da262
5920,50,Snoop Dogg,Sensual Seduction,2008,7hJcb9fa4alzcOq3EaNPoG,g funk,3748013,https://i.scdn.co/image/b6110a0ff25000578e4bd1bbd72ad6efaa5d6b4e
5921,51,Colby O'Donis feat. Akon,What You Got,2008,7fObcBw9VM3x7ntWKCYl0z,unassigned,62607,https://i.scdn.co/image/6173ff99f73ae831b2b3fdd4ec26cd7f2c66496c
5922,52,3 Doors Down,It'S Not My Time,2008,2RTUTCvo6onsAnheUk3aL9,alternative metal,1768190,https://i.scdn.co/image/b6bde9a790ba351ba6304519df301ff909a69550
5923,53,Leona Lewis,Better In Time,2008,5lKZWd6HiSCLfnDGrq9RAm,australian pop,1332121,https://i.scdn.co/image/00edc3117a942b34040046a637202d409aed3305
5924,54,Soulja Boy,Crank That (Soulja Boy),2008,6GMYJwaziB4ekv1Y6wCDWS,dance pop,662566,https://i.scdn.co/image/ef3d98276e6fd6c8e1d3f3e49f4f3c4fc21d9f8d
5925,55,Linkin Park,Shadow Of The Day,2008,6XyY86QOPPrYVGvF9ch6wz,alternative metal,10013302,https://i.scdn.co/image/1685533969d5b68cbc630f991e873bd6467f1814
5926,56,"Wyclef Jean feat. Akon, Lil Wayne & Niia",Sweetest Girl (Dollar Bill),2008,7aBzpmFXB4WWpPl2F7RjBe,pop rap,173452,https://i.scdn.co/image/ba6e9bbf813f0a877ff31c397ffeda1366522517
5927,57,Ne-Yo,Miss Independent,2008,21E3waRsmPlU7jZsS13rcj,dance pop,3931069,https://i.scdn.co/image/d48ffaffc20a3c76f79d81b7b940df9a380b5e7c
5928,58,Secondhand Serenade,Fall For You,2008,6eouuqqGggqDlYRV63cgPo,emo,585696,https://i.scdn.co/image/fc7bc38f8253baa75f75c29a908e5b5c7e2707b4
5929,59,Flo Rida feat. will.i.am,In The Ayer,2008,0jnsk9HBra6NMjO2oANoPY,dance pop,6331281,https://i.scdn.co/image/2d0b5f483c7ed95b7c3c63147c3d38f9366b2c21
5930,60,John Mayer,Say,2008,0hEurMDQu99nJRq8pTxO14,neo mellow,3093173,https://i.scdn.co/image/71deaefa2ea4896400dba94a27d33b0c51156d64
5931,61,Jordin Sparks,One Step at A Time,2008,2AQjGvtT0pFYfxR3neFcvz,dance pop,919081,https://i.scdn.co/image/cd7dd075376199bbeacd472734712ed35c6e6ea7
5932,62,Rihanna feat. Ne-Yo,Hate That I Love You,2008,5pKCCKE2ajJHZ9KAiaK11H,dance pop,26863721,https://i.scdn.co/image/1fc2f537d678d701d7d143a8fd4f0c2f29fbde22
5933,63,Lupe Fiasco feat. Matthew Santos,Superstar,2008,01QTIT5P1pFP3QnnFSdsJf,conscious hip hop,991802,https://i.scdn.co/image/3dc24b4e5b47c80ff3614aa20ebc4fcfc39e5b65
5934,64,J. Holiday,Suffocate,2008,7G6hXrjGpi6I7waNl4wxAk,bassline,627397,https://i.scdn.co/image/e8a48dd66904570087b66f1196b900554aef78a0
5935,65,Kevin Rudolf feat. Lil Wayne,Let It Rock,2008,0Chxmm4XMM87mJOHvyiUzL,dance pop,73073,https://i.scdn.co/image/16941795a312e5e45609b951880472ba0cb47e1d
5936,66,David Banner feat. Chris Brown,Get Like Me,2008,7jFaoqWPhYLrKzjzlpXmUO,conscious hip hop,265024,https://i.scdn.co/image/633d4785459de9d79caef69e87d3d54dcb19cfa0
5937,67,Colbie Caillat,Realize,2008,6aZyMrc4doVtZyKNilOmwu,acoustic pop,1202457,https://i.scdn.co/image/b907bdadb452c37654d528e945c933c36c66555a
5938,68,Young Jeezy feat. Kanye West,Put On,2008,4yBK75WVCQXej1p04GWqxH,crunk,1068575,https://i.scdn.co/image/64bd30ed162690e0de19876c29c306327ed2de12
5939,69,David Cook,The Time Of My Life,2008,4SQxI8xg6LcSWL3KuGVHLa,idol,131397,https://i.scdn.co/image/90628c82eb85bb217d8820f7963b9852a6935be8
5940,70,"Three 6 Mafia feat. Project Pat, Young D and Superpower",Lolli Lolli (Pop That Body),2008,26s8LSolLfCIY88ysQbIuT,crunk,437056,https://i.scdn.co/image/165ae96a3db4307de64173fa4e7b84a247784ca5
5941,71,Baby Bash feat. T-Pain,Cyclone,2008,12PSlydMSjEHzSCj9X5qv7,chicano rap,321503,https://i.scdn.co/image/50dac657314213d3edcde1120751b3a50d7d862b
5942,72,Natasha Bedingfield feat. Sean Kingston,Love Like This,2008,7o95ZoZt5ZYn31e9z1Hc0a,dance pop,602887,https://i.scdn.co/image/5c141e5457b858cd5dde91557ec2f26b00b6149f
5943,73,Jonas Brothers,Burnin' Up,2008,7gOdHgIoIKoe4i9Tta6qdD,boy band,1201116,https://i.scdn.co/image/1d437db97d219a7b26d3497c4be9ff57cd05dcfd
5944,74,Kanye West,Love Lockdown,2008,5K4W6rqBFWDnAN6FQUkS6x,pop rap,8429838,https://i.scdn.co/image/a12d8543e28d71d9f1e7f5f363c1a6c73316f9e6
5945,75,The-Dream,I Luv Your Girl,2008,1W3FSF1BLpY3hlVIgvenLz,dance pop,538667,https://i.scdn.co/image/892f534bad4b46b99c4f7e277674fae647da379a
5946,76,David Archuleta,Crush,2008,2C9n4tQgNLhHPhSCmdsQnk,dance pop,220750,https://i.scdn.co/image/f23030957d32cbdb919860b03960f13de1e648da
5947,77,Plies feat. Akon,Hypnotized,2008,3jksrX4oBklxR78ft8gv3j,dirty south rap,707266,https://i.scdn.co/image/7e10eb7ee903f6c02edaca9d220cad9d8404ab6f
5948,78,Fergie,Big Girls Don't Cry,2008,3r17AfJCCUqC9Lf0OAc73G,dance pop,2486830,https://i.scdn.co/image/8f3351450c30b08da0fcfc9a7c317570b6bb291d
5949,79,Kanye West feat. T-Pain,Good Life,2008,5K4W6rqBFWDnAN6FQUkS6x,pop rap,8429838,https://i.scdn.co/image/a12d8543e28d71d9f1e7f5f363c1a6c73316f9e6
5950,80,Britney Spears,Womanizer,2008,26dSoYclwsYLMAKD3tpOr4,dance pop,5122527,https://i.scdn.co/image/7fa2bde8d2837784a847f8201686b257757a749f
5951,81,Taylor Swift,Love Story,2008,06HL4z0CvFAxyc27GXpf02,dance pop,15043751,https://i.scdn.co/image/bdaeccb035a8af87b7a70b62217ff5c633ba6c7c
5952,82,Mary J. Blige,Just Fine,2008,1XkoF8ryArs86LZvFOkbyr,dance pop,1566107,https://i.scdn.co/image/571753934f6679837e4f74ffc597484204542145
5953,83,Britney Spears,Piece Of Me,2008,26dSoYclwsYLMAKD3tpOr4,dance pop,5122527,https://i.scdn.co/image/7fa2bde8d2837784a847f8201686b257757a749f
5954,84,Rick Ross feat. T-Pain,The Boss,2008,1sBkRIssrMs1AbVkOJbc7a,dirty south rap,2406914,https://i.scdn.co/image/2a3924bf569d31979ac5dcd999503d51614a1ff9
5955,85,Kid Rock,All Summer Long,2008,7dOBabd5O4CvKrg4iriHTM,alternative metal,584751,https://i.scdn.co/image/89f8d2b745e628e73886533744c8df602328874e
5956,86,Trey Songz,Can't Help But Wait,2008,2iojnBLj0qIMiKPvVhLnsH,dance pop,3439348,https://i.scdn.co/image/d2222f82b0c85ada632339ca101361de8981e8d1
5957,87,Gavin DeGraw,In Love With A Girl,2008,5DYAABs8rkY9VhwtENoQCz,acoustic pop,753674,https://i.scdn.co/image/80f2e66ec853cf0974a870307abc686c98be1822
5958,88,The Game feat. Lil Wayne,My Life,2008,0NbfKEOTQCcwd6o7wSDOHI,dirty south rap,1585438,https://i.scdn.co/image/7e370d02207a01caef5ad536a6702037b7e7a9f3
5959,89,Keyshia Cole,I Remember,2008,1vfezMIyCr4XUdYRaKIKi3,dance pop,1298555,https://i.scdn.co/image/2403e5037497a7767f74cf832ca642d009cde5a1
5960,90,Kanye West feat. Dwele,Flashing Lights,2008,5K4W6rqBFWDnAN6FQUkS6x,pop rap,8429838,https://i.scdn.co/image/a12d8543e28d71d9f1e7f5f363c1a6c73316f9e6
5961,91,Lil Wayne feat. Bobby Valentino & Kidd Kidd,Mrs. Officer,2008,55Aa2cqylxrFIXC767Z865,hip hop,6519017,https://i.scdn.co/image/018153d1b9a3e60e970e5f9b0ae3e028ed980f0f
5962,92,Miley Cyrus,7 Things,2008,5YGY8feqx7naU7z4HrwZM6,dance pop,6736710,https://i.scdn.co/image/ae71f02aececa87c716a4e0abe39f703c9054d59
5963,93,Trace Adkins,You're Gonna Miss This,2008,79FMDwzZQxHgSkIYBl3ODU,contemporary country,817052,https://i.scdn.co/image/7aa92f85e8a2f011c958f1bc1601817d9720566b
5964,94,Gavin Rossdale,Love Remains The Same,2008,6lBam1B1t8wpnH7pJHWnj6,pop rock,10131,https://i.scdn.co/image/6156030d79bc2b4a14b7ad91c0061fd2e00935f5
5965,95,Daughtry,Feels Like Tonight,2008,5P5FTygHyx2G57oszR3Wot,alternative metal,940231,https://i.scdn.co/image/f81626ed3f7a0836606cb3747cd710a0a6a261b9
5966,96,Timbaland feat. Keri Hilson,The Way I Are,2008,5Y5TRrQiqgUO4S36tzjIRZ,dance pop,1143201,https://i.scdn.co/image/71e2c7a1026d3a2397ae7ee08797a95d9a16c19f
5967,97,Saving Abel,Addicted,2008,2AVVj8ezW2mJ0v8u7XydiF,alternative metal,306971,https://i.scdn.co/image/efe7ff0571ad11c7bd5b40d2b171b566d444858b
5968,98,Santana feat. Chad Kroeger,Into The Night,2008,6GI52t8N5F02MxU0g5U69P,blues-rock,862006,https://i.scdn.co/image/9d7f889a472b254993c17104d66ac2639177e16c
5969,99,Keyshia Cole,Heaven Sent,2008,1vfezMIyCr4XUdYRaKIKi3,dance pop,1298555,https://i.scdn.co/image/2403e5037497a7767f74cf832ca642d009cde5a1
5970,100,2 Pistols feat. T-Pain and Tay Dizm,She Got It,2008,7JBMlJmJpOk87BZTdbYSHD,pop rap,15216,https://i.scdn.co/image/57e19bfd41ae80fabc24fead1cdde1711776043b
