,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
1691,14,Jimmy Ruffin,What Becomes Of The Brokenhearted,1966,0hF0PwB04hnXfYMiZWfJzy,brill building pop,66781,https://i.scdn.co/image/f59f1a0d3b2c19c06b57359655b84a9e4aca797f
1692,15,Frank Sinatra,Strangers In The Night,1966,1Mxqyy3pSjf8kZZL4QVxS0,adult standards,2396530,https://i.scdn.co/image/fc4e0f474fb4c4cb83617aa884dc9fd9822d4411
1693,16,Beatles,We Can Work It Out,1966,3WrFJ7ztbogyGnTHbHJFl2,british invasion,9382557,https://i.scdn.co/image/197cff807611777427c93258f0a1ccdf6b013b09
1694,17,Young Rascals,Good Lovin',1966,5X3TuTi9OIsJXMGxPwTKM2,brill building pop,41647,https://i.scdn.co/image/9bc32aed65a058b28bacde5d49c3af63772d74f4
1695,18,New Vaudeville Band,Winchester Cathedral,1966,4UD9XOagGdElo7BpVzLltZ,british invasion,732,https://i.scdn.co/image/1c25ca133e314fe4946a49f3f9fe9b332b23e1ac
1696,19,Tommy James and The Shondells,Hanky Panky,1966,01hRNr3yF5bYnPq4wZ88iI,brill building pop,79616,https://i.scdn.co/image/3be6e59896f19e13fcdc0f6fbdf6558876b02886
1697,20,Percy Sledge,When A Man Loves A Woman,1966,3rRmDmzPcAFwcUDvG5gBqO,brill building pop,199033,https://i.scdn.co/image/f7f4c9cd6e8389824de99e80202caf249c9e013b
1698,21,Rolling Stones,Paint It Black,1966,22bE4uQ6baNwSHPVcDxLCe,album rock,5417860,https://i.scdn.co/image/4226d2bbee2c44866eb0db3c88da0f26d7d12d5d
1699,22,Petula Clark,My Love,1966,6nKqt1nbSBEq3iUXD1Xgz8,adult standards,81662,https://i.scdn.co/image/379e8ceaaf1db0398e8997f44a0dacf016f39a15
1700,23,Lou Christie,Lightin' Strikes,1966,5bLcI9Jo6RyrrHzG9veVyn,brill building pop,12125,https://i.scdn.co/image/c2854ce8ab2c7319e95740b1de79528489667c74
1701,24,Troggs,Wild Thing,1966,57xdnSVt4ahJCIXYLieQ25,brill building pop,91971,https://i.scdn.co/image/be13aa2f252209f24469693dbef7050ec39d199c
1702,25,Paul Revere and The Raiders,Kicks,1966,32HPpJAhgnGPT3V7UOggzi,brill building pop,54329,https://i.scdn.co/image/b8d7282a35f895f6bc5654722ff9294901daa5fd
1703,26,Donovan,Sunshine Superman,1966,6vLlQYujOujIrm7zAKzEdG,art rock,214191,https://i.scdn.co/image/bf943d479f305acd31a977ccc8c17643ea51c3cb
1704,27,Bobby Hebb,Sunny,1966,2uNpV18izVIP7DNusoWbT5,motown,11038,https://i.scdn.co/image/ccdb2317c5accc3deb87b364decfcd8693e92846
1705,28,Beatles,Paperback Writer,1966,3WrFJ7ztbogyGnTHbHJFl2,british invasion,9382557,https://i.scdn.co/image/197cff807611777427c93258f0a1ccdf6b013b09
1706,29,Happenings,See You In September,1966,5ojumrbWWohLIuzArVoyDs,brill building pop,6291,https://i.scdn.co/image/6a37d034294f5f0f0a741ef82b4182bc8b1e1de9
1707,30,Supremes,You Keep Me Hangin' On,1966,57bUPid8xztkieZfS7OlEV,brill building pop,682849,https://i.scdn.co/image/5c5dc3f7b4569a7727a63a44513c7a602b72da44
1708,31,Sam The Sham and The Pharaohs,Lil' Red Riding Hood,1966,05sRO4JdAtJGyZQOTb6kSL,brill building pop,13656,https://i.scdn.co/image/a6262c9f12285143f8300dc91aa1f82891d5f966
1709,32,Mitch Ryder and The Detroit Wheels,Devil With A Blue Dress On and Good Golly Miss Molly (Medley),1966,4d22O5s2UK1KzIoZRR8NZk,unassigned,405,https://i.scdn.co/image/b7a84a5bd13f843e8e16cef5cfb82a56edbf8c80
1710,33,Beach Boys,Good Vibrations,1966,3oDbviiivRWhXwIE8hxkVV,brill building pop,1530355,https://i.scdn.co/image/21d36613eec63c86c1babec16fdfa8635ee63625
1711,34,Mindbenders,A Groovy Kind Of Love,1966,2VkASgJ3IjpMHG5aYXx4t2,british invasion,6318,https://i.scdn.co/image/28b2f4ef1918ac1b0837329d94f9b210fcac440b
1712,35,Dusty Springfield,You Don't Have To Say You Love Me,1966,5zaXYwewAXedKNCff45U5l,adult standards,169643,https://i.scdn.co/image/8b2bbbe1dde191c637271fab24ff66fda4faf4fa
1713,36,The Capitols,Cool Jerk,1966,2AYmrUFn1ATSfFSx3B4tvb,motown,2191,https://i.scdn.co/image/90dc5f639a8246512cebeb3b640bc593336a5518
1714,37,Sandy Posey,Born A Woman,1966,5Xh0e6sCvMXJUNVa4oynvx,merseybeat,3197,https://i.scdn.co/image/fbd7c4aebcfe2773ff8d5f791ccb8e5d6f629c06
1715,38,Cyrkle,Red Rubber Ball,1966,4qnb4cn5aykCACoyuCirGg,bubblegum pop,6674,https://i.scdn.co/image/6d61e10540301ee18f4cbde0a18725a73c34ce9d
1716,39,Carla Thomas,B-A-B-Y,1966,1QAGLCom3FHTTiuRFsjzOj,classic soul,22263,https://i.scdn.co/image/fa043c0acdf02c23c449e1f9659c4d8f510c283f
1717,40,Left Banke,Walk Away Renee,1966,382aCtCMEd2Rg2DmcU9xw9,bubblegum pop,7138,https://i.scdn.co/image/3b56de1ad1266515928dc76800389237b2583da6
1718,41,Lovin' Spoonful,Daydream,1966,7CCn4PFRRRZF127jtCBAUe,art rock,137076,https://i.scdn.co/image/d0fc74cb2e10858c1b0b2436e6f14cee0944f8df
1719,42,Outsiders,Time Won't Let Me,1966,2YoQIXRoQoitW4Sy6hR8AQ,unassigned,2587,https://i.scdn.co/image/0b892d50eca44f603d4ce908969986faf718630b
1720,43,Tommy Roe,Hooray For Hazel,1966,7t4XHvWfj0XtEB8SNFeALw,brill building pop,21966,https://i.scdn.co/image/75658c412550f92a737391e179773303b429684b
1721,44,Tommy Roe,Sweet Pea,1966,7t4XHvWfj0XtEB8SNFeALw,brill building pop,21966,https://i.scdn.co/image/75658c412550f92a737391e179773303b429684b
1722,45,Hollies,Bus Stop,1966,6waa8mKu91GjzD4NlONlNJ,album rock,383102,https://i.scdn.co/image/722e36849bde408b99330c713ebeb19157eabc89
1723,46,James and Bobby Purify,I'm Your Puppet,1966,1qO2mRQM4zbksO586oM0W7,classic soul,7032,https://i.scdn.co/image/0d33885146b34a474268651abdf06bae1f1dab4b
1724,47,B.J. Thomas and The Triumphs,I'm So Lonesome I Could Cry,1966,0uUNzXylqsZdmFDwdxaP1V,adult standards,58737,https://i.scdn.co/image/90e52266d0463ef6215a393d55c4c8604c957d36
1725,48,Temptations,Ain't Too Proud To Beg,1966,3RwQ26hR2tJtA8F9p2n7jG,christmas,1084337,https://i.scdn.co/image/ac427bc9167df8cb823cd93a54156001fbf6f9a2
1726,49,Standells,Dirty Water,1966,4BM6qze88exQPVILQpcYpj,classic garage rock,7750,https://i.scdn.co/image/baf9595bd09afbdf1f413f750e03c4c6776a162b
1727,50,Bob Lind,Elusive Butterfly,1966,5W6gs1V54kOPUgBxBLkY1z,unassigned,1287,https://i.scdn.co/image/91ab218a620d2f6f27840dd6dcc5c9a807c74891
1728,51,Simon and Garfunkel,I Am A Rock,1966,70cRZdQywnSFp9pnc2WTCE,folk,1410035,https://i.scdn.co/image/afde2fdd14f8c8ca23393f257e3a369a234a24b6
1729,52,Ray Charles,Crying Time,1966,1eYhYunlNJlDoQhtYBvPsi,adult standards,1241577,https://i.scdn.co/image/20c30e31f796ecb901ffb5acca6ca3d77fd5341b
1730,53,Johnny Rivers,Secret Agent Man,1966,3TiISqKS6ESlMQ4WFfZJw2,brill building pop,55812,https://i.scdn.co/image/6c618815c9e7910b2c075bcaa2b160c9f84e0f94
1731,54,Simon and Garfunkel,The Sounds Of Silence,1966,70cRZdQywnSFp9pnc2WTCE,folk,1410035,https://i.scdn.co/image/afde2fdd14f8c8ca23393f257e3a369a234a24b6
1732,55,Peter and Gordon,Lady Godiva,1966,6lHC2EQMEMZiEmSfFloarn,brill building pop,13480,https://i.scdn.co/image/2afb763c73b7bbf623a484ef19a42c1bec9500cd
1733,56,Simon and Garfunkel,Homeward Bound,1966,70cRZdQywnSFp9pnc2WTCE,folk,1410035,https://i.scdn.co/image/afde2fdd14f8c8ca23393f257e3a369a234a24b6
1734,57,Lovin' Spoonful,Did You Ever Have To Make Up Your Mind?,1966,7CCn4PFRRRZF127jtCBAUe,art rock,137076,https://i.scdn.co/image/d0fc74cb2e10858c1b0b2436e6f14cee0944f8df
1735,58,Robert Parker,Barefootin',1966,0eEcbHGsAvOTCZzF5pg8GD,retro electro,9171,https://i.scdn.co/image/fd1459be366a07c45d7f5dd6111f681fb507c525
1736,59,Stevie Wonder,Uptight (Everything's Alright),1966,7guDJrEfX3qb6FEbdPA5qi,disco,3008626,https://i.scdn.co/image/c59faacbed7aa770266bad048660810eca204108
1737,60,Cher,Bang Bang,1966,72OaDtakiy6yFqkt4TsiFt,dance pop,771360,https://i.scdn.co/image/c7d30fbc5dee8fd0c85ac55e16a0d3730dcbc443
1738,61,Beach Boys,Sloop John B,1966,3oDbviiivRWhXwIE8hxkVV,brill building pop,1530355,https://i.scdn.co/image/21d36613eec63c86c1babec16fdfa8635ee63625
1739,62,Rolling Stones,19th Nervous Breakdown,1966,22bE4uQ6baNwSHPVcDxLCe,album rock,5417860,https://i.scdn.co/image/4226d2bbee2c44866eb0db3c88da0f26d7d12d5d
1740,63,The Surfaris,Wipe Out,1966,6gZVflqhSHhG3MjYrf1dOv,surf music,13085,https://i.scdn.co/image/a7f909d21ef4bbbca6ff4820566d2649d9ca8b52
1741,64,Count Five,Psychotic Reaction,1966,57WXdjUf5Vlq3klNZegeTP,classic garage rock,9995,https://i.scdn.co/image/f761093405fc2da4a4c433264374ff0a35e19a83
1742,65,Temptations,Beauty Is Only Skin Deep,1966,3RwQ26hR2tJtA8F9p2n7jG,christmas,1084337,https://i.scdn.co/image/ac427bc9167df8cb823cd93a54156001fbf6f9a2
1743,66,T-Bones,No Matter What Shape (Your Stomach Is In),1966,4wyE7hg8TRoAcqOiwPUvK1,unassigned,227,https://i.scdn.co/image/10318bf52946d80ae34e2217656d64d65c920633
1744,67,Paul Revere and The Raiders,Just Like Me,1966,32HPpJAhgnGPT3V7UOggzi,brill building pop,54329,https://i.scdn.co/image/b8d7282a35f895f6bc5654722ff9294901daa5fd
1745,68,Deon Jackson,Love Makes The World Go Round,1966,1MAzauDIpGIacm1p6x2zQe,unassigned,398,https://i.scdn.co/image/3854377d31b7b59c5a715a872974f189b0fc2c8d
1746,69,Crispian St. Peters,The Pied Piper,1966,3Y9xnCbmXGhmpJymwpnxCz,british invasion,3946,https://i.scdn.co/image/c10e7760656c0940d550978a0d4919d7f6493038
1747,70,Brenda Lee,Coming On Strong,1966,4cPHsZM98sKzmV26wlwD2W,adult standards,91160,https://i.scdn.co/image/89b621a2e71bab75d221c6125cab4d257db8abdf
1748,71,Ray Conniff and The Singers,Somewhere My Love,1966,7LfRnzGM0wRSyS5mmAwJbv,adult standards,83750,https://i.scdn.co/image/a4a54955f066d6b21f31dfb86c06fdcb29016172
1749,72,David Houston,Almost Persuaded,1966,7tIs7rxqGuBvWMhIIigunf,country gospel,4307,https://i.scdn.co/image/e1a3c99e4f7839b2cb80de6cd61167e7137ac734
1750,73,Bobby Darin,If I Were A Carpenter,1966,0EodhzA6yW1bIdD5B4tcmJ,adult standards,158159,https://i.scdn.co/image/ae8a8b9d9b6a35f00b87fdae31f46db6a13fcd0e
1751,74,Marvelettes,Don't Mess With Bill,1966,0MponVSpW81oLvJZ53vYZH,brill building pop,116190,https://i.scdn.co/image/6c35aa5919baa5acc3700d65087963e5c5c784b8
1752,75,Neil Diamond,"Cherry, Cherry",1966,7mEIug7XUlQHikrFxjTWes,adult standards,531077,https://i.scdn.co/image/f4d0fb18cb338eddee6b482779d946183a743b12
1753,76,Lee Dorsey,Working In The Coal Mine,1966,0En4EEcDMJ5kaUCf1aZ9js,blues,15810,https://i.scdn.co/image/83993096cd152dbfec3804c3411ec8b98100f3e4
1754,77,Dionne Warwick,Message To Michael,1966,2JSjCHK79gdaiPWdKiNUNp,adult standards,295613,https://i.scdn.co/image/8a08468bbe0df0e93b4f5b97d10ffa8bca962602
1755,78,Lou Rawls,Love Is A Hurtin' Thing,1966,1zJBFCev9UwOMcrZsLi2od,adult standards,56749,https://i.scdn.co/image/fac03e97f11fb1b111b04c811a830bbe64332cb1
1756,79,Beach Boys,Barbara Ann,1966,3oDbviiivRWhXwIE8hxkVV,brill building pop,1530355,https://i.scdn.co/image/21d36613eec63c86c1babec16fdfa8635ee63625
1757,80,Shadows Of Knight,Gloria,1966,0NRN3tnDVDspHMCfyu2ZwT,classic garage rock,8840,https://i.scdn.co/image/b165c6bad92ef5b5ac42ae73c9ef62887f56e375
1758,81,Supremes,My World Is Empty Without You,1966,57bUPid8xztkieZfS7OlEV,brill building pop,682849,https://i.scdn.co/image/5c5dc3f7b4569a7727a63a44513c7a602b72da44
1759,82,Bob Dylan,Rainy Day Women #12 And 35,1966,74ASZWbe4lXaubB36ztrGX,album rock,2698465,https://i.scdn.co/image/ef9b0b5b8083cf68958daa46382e309bf771b39f
1760,83,Sandpipers,Guantanamera,1966,3iBuBivHItWMpdiVmLT0uB,bubblegum pop,5030,https://i.scdn.co/image/7028ef2814990e38fee3068a199f51e60d8ed5be
1761,84,Wilson Pickett,"Land Of 1,000 Dances",1966,0N5PyKJzS3M1XNlaCL7bbE,brill building pop,246998,https://i.scdn.co/image/6938996289924918a6f9bb96af0bde4af969cb1c
1762,85,Shades Of Blue,Oh How Happy,1966,3mrPUMTaGsRrW8JA66x7oi,unassigned,197,https://i.scdn.co/image/3cc6f8a0febfc611259409634b9d64f6ad6a098a
1763,86,Peter and Gordon,Woman,1966,6lHC2EQMEMZiEmSfFloarn,brill building pop,13480,https://i.scdn.co/image/2afb763c73b7bbf623a484ef19a42c1bec9500cd
1764,87,Turtles,You Baby,1966,3GjVVVcFmUgEJEAAsbGkf4,deep new americana,187697,https://i.scdn.co/image/c67b58aea8196b0938a1f712d45cb601f344b620
1765,88,Vogues,Five O'clock World,1966,0Ma8KxtvoIDSU5fHtuTS9F,adult standards,14930,https://i.scdn.co/image/e16e938651fe828c2ecc1f4c52359e7dcdb06c11
1766,89,Los Bravos,Black Is Black,1966,46XFR4hn1MmBKyvwxxEFFo,unassigned,4083,https://i.scdn.co/image/eb1acf5e23ce0963900b0d54d8cde80fddfd213e
1767,90,Beatles,Nowhere Man,1966,3WrFJ7ztbogyGnTHbHJFl2,british invasion,9382557,https://i.scdn.co/image/197cff807611777427c93258f0a1ccdf6b013b09
1768,91,Herman's Hermits,Dandy,1966,48YxSlb23RAaCd4RyHcV9V,adult standards,132066,https://i.scdn.co/image/661423f5d26a62a4a2947488c2892a6c5c4a5e34
1769,92,Slim Harpo,Baby Scratch My Back,1966,36hwOoNPgnsKnhoMBYpJrJ,acoustic blues,19425,https://i.scdn.co/image/abbf697d9c5fc180d58f25759f82202905748ddf
1770,93,Gary Lewis and The Playboys,She's Just My Style,1966,0XTxadWXVyfB8eTIYOjMYj,adult standards,38297,https://i.scdn.co/image/70962e7e64ecbc7ba5e081ed0a77728efa64f506
1771,94,Chris Montez,The More I See You,1966,0QRgfCLzSR9GyCjXboWQTA,adult standards,9719,https://i.scdn.co/image/8f942996e68bcb7672268a03c44d03a7e55cc8f7
1772,95,Bobby Fuller Four,I Fought The Law,1966,5XoM6cP8fQykllfuK5V5TR,merseybeat,6308,https://i.scdn.co/image/e490dc343a7d7d57b58e4002dfbaf2697f62b721
1773,96,Beatles,Yellow Submarine,1966,3WrFJ7ztbogyGnTHbHJFl2,british invasion,9382557,https://i.scdn.co/image/197cff807611777427c93258f0a1ccdf6b013b09
1774,97,Paul Revere and The Raiders,Hungry,1966,32HPpJAhgnGPT3V7UOggzi,brill building pop,54329,https://i.scdn.co/image/b8d7282a35f895f6bc5654722ff9294901daa5fd
1775,98,Herb Alpert and The Tijuana Brass,Zorba The Greek,1966,09L3cUdx0hq6qn5bKuJJ4I,adult standards,48598,https://i.scdn.co/image/b7d355997334ec3352bcbf03dabc903eec812a46
1776,99,Yardbirds,Shapes Of Things,1966,2lxX1ivRYp26soIavdG9bX,album rock,303884,https://i.scdn.co/image/387ef350db933ccaf6fd0b5bfd2837841bc6b835
1777,100,Wilson Pickett,634-5789,1966,0N5PyKJzS3M1XNlaCL7bbE,brill building pop,246998,https://i.scdn.co/image/6938996289924918a6f9bb96af0bde4af969cb1c
