,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
4584,11,Dionne Farris,I Know,1995,7HO1DbzU86pWWp1vBN7l6k,neo soul,4605,https://i.scdn.co/image/f6390a36d490ddb08dcdcb990bf77600c976142b
4585,12,Boyz II Men,Water Runs Dry,1995,6O74knDqdv3XaWtkII7Xjp,boy band,1157248,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb
4586,13,Adina Howard,Freak Like Me,1995,266SmBZTt4zRzaKEANWbfQ,hip pop,124642,https://i.scdn.co/image/69c0a9e211be22825c1b47e85b0cdc8f0e3addfe
4587,14,Blues Traveler,Run-Around,1995,3pHeBYl1yujXcZqqfF1UyQ,alternative rock,194958,https://i.scdn.co/image/7dec4b830192a048fd53817d9f43c3f73b777e4c
4588,15,All-4-One,I Can Love You Like That,1995,1B8ySGDAiXTCvnJNH4HSCG,boy band,204744,https://i.scdn.co/image/1f912eefc0e58217cb38dca4fe6a2b7fec16b826
4589,16,Bryan Adams,Have You Ever Really Loved A Woman?,1995,3Z02hBLubJxuFJfhacLSDc,album rock,843151,https://i.scdn.co/image/221676462fd9e40847b9ccb4697cdd201dcc891b
4590,17,Bon Jovi,Always,1995,58lV9VcRSjABbAbfWS6skp,glam metal,4154189,https://i.scdn.co/image/255476a832d9647d73ed03ae51727cb911c565df
4591,18,Shaggy,Boombastic / In The Summertime,1995,5EvFsr3kj42KNv97ZEnqij,dance pop,994089,https://i.scdn.co/image/e39fffba872003db7a00b4ddf7367388a7e84631
4592,19,Nicki French,Total Eclipse Of The Heart,1995,1RfiRshRC2YlSG4Y1zNkAE,eurodance,3066,https://i.scdn.co/image/bda04abc9083ec71c63a0c9004ee92ac2e7d6e69
4593,20,Des'ree,You Gotta Be,1995,73ZPfpfg1LBVvDEArK4l5B,europop,85155,https://i.scdn.co/image/71d7c4cc5c86963a4d6bacdb6b16aef51be2b365
4594,21,Michael Jackson,You Are Not Alone,1995,3fMbdgg4jU18AjLCKBhRSm,pop,6612668,https://i.scdn.co/image/51dad9aaabe5643818840207a9a8957c2ad91bf2
4595,22,Hootie and The Blowfish,Hold My Hand,1995,08ct2eZF5lUPdJpHwNKWof,mellow gold,291816,https://i.scdn.co/image/a342f4329eebd58d1bcce081079a32ba19471115
4596,23,Notorious B.I.G.,One More Chance-Stay With Me,1995,5me0Irg2ANcsgc93uaYrpb,east coast hip hop,2981962,https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f
4597,24,Ini Kamoze,Here Comes The Hotstepper,1995,1VJspRsoC6c0bvqhnSiFCs,dancehall,44169,https://i.scdn.co/image/dc120e719cd173c59ba90c2cc1c5710543930de3
4598,25,Soul For Real,Candy Rain,1995,296LotOmbj7eOX7r9l46fK,boy band,167966,https://i.scdn.co/image/d3878106136b69c31fc6027715dd8f04ac85b15c
4599,26,Hootie and The Blowfish,Let Her Cry,1995,08ct2eZF5lUPdJpHwNKWof,mellow gold,291816,https://i.scdn.co/image/a342f4329eebd58d1bcce081079a32ba19471115
4600,27,Blessid Union Of Souls,I Believe,1995,4W4gYpQ2AQq7US2HZS13Qw,cowpunk,28591,https://i.scdn.co/image/228065a9cd7cc2c4a0daf29f0ee5856b8f199011
4601,28,TLC,Red Light Special,1995,0TImkz4nPqjegtVSMZnMRq,dance pop,1222832,https://i.scdn.co/image/0a92641cc8acb39e4aee7e959cb2a42287ea4801
4602,29,Janet Jackson,Runaway,1995,4qwGe91Bz9K2T8jXTZ815W,dance pop,1160038,https://i.scdn.co/image/fb98451f3e31de67c35bcb22f0551728b180c3d4
4603,30,Sheryl Crow,Strong Enough,1995,4TKTii6gnOnUXQHyuo9JaD,folk-pop,387883,https://i.scdn.co/image/bd3437e8b4d86069095b0d86febbf2c3fafc53c7
4604,31,Vanessa Williams,Colors Of The Wind,1995,75L9s8KVrhCNtBUkZFnDFW,adult standards,128507,https://i.scdn.co/image/458af73774ab8a6411df7df25829c6bd345152fc
4605,32,Jon B.,Someone To Love,1995,3SRJWVa6lZnqRHOyAHmDrX,dance pop,411802,https://i.scdn.co/image/ba476cf040939daadeff4c3a2915b234cd2ee6f3
4606,33,Hootie and The Blowfish,Only Wanna Be With You,1995,08ct2eZF5lUPdJpHwNKWof,mellow gold,291816,https://i.scdn.co/image/a342f4329eebd58d1bcce081079a32ba19471115
4607,34,Brownstone,If You Love Me,1995,6dQgkiJm1fRkcqKOvPzysr,girl group,147398,https://i.scdn.co/image/6f60a5564d7ed4b7eebbfb2b9b70e052f20b79c6
4608,35,Martin Page,In The House Of Stone And Light,1995,3NS6XjRa7OyZv6KjfkH5qC,unassigned,721,https://i.scdn.co/image/a647a71c0ffe0a1ab14dae7bc963e8aa3b04700f
4609,36,Luniz,I Got 5 On It,1995,3z3g65U7mmyyBmmDfsQK9x,g funk,74556,https://i.scdn.co/image/6e99ab070a1b93e4cd46163b97ed1efe32136cd6
4610,37,Brandy,Baby,1995,05oH07COxkXKIMt6mIPRee,dance pop,992717,https://i.scdn.co/image/880d6e3e6fbfbaa065a4e95339686c70bfa09dd5
4611,38,Real McCoy,Run Away,1995,2vRfKzjQYJQd67X8x49MOh,bubblegum dance,38081,https://i.scdn.co/image/c571dc85cd0ec5d9fac1b0a299d570b8d863cda9
4612,39,Sophie B. Hawkins,As I Lay Me Down,1995,3gdIwZY6Q3RXhDteYr4ZvC,lilith,31691,https://i.scdn.co/image/fdc3f39dd97e4d69fc4f53d5a0855e0488503391
4613,41,Collective Soul,December,1995,4e5V1Q2dKCzbLVMQ8qbTn6,alternative metal,354918,https://i.scdn.co/image/9792ea95ceb57c8d98738529729a6be0b1f1636d
4614,42,"Method Man, Mary J. Blige",I'll Be There For You-You're All I Need To Get By,1995,4VmEWwd8y9MCLwexFMdpwt,dirty south rap,617848,https://i.scdn.co/image/85fc66422f44f641ba86e39107c290fb9e9ea7b2
4615,43,Diana King,Shy Guy,1995,221iMiF62DFPnVuCLJakP1,unassigned,18008,https://i.scdn.co/image/19aa82909f796fd2ee979803d442af709c14c01c
4616,44,Melissa Etheridge,I'm The Only One,1995,01Ppu7N8uYJI8SAONo2YZA,folk,153910,https://i.scdn.co/image/dc8d287b1581103cbbb35d1c4ce739c1ac2718f0
4617,45,Soul For Real,Every Little Thing I Do,1995,296LotOmbj7eOX7r9l46fK,boy band,167966,https://i.scdn.co/image/d3878106136b69c31fc6027715dd8f04ac85b15c
4618,46,BLACKstreet,Before I Let You Go,1995,2P3cjUru4H3fhSXXNxE9kA,boy band,307273,https://i.scdn.co/image/3ab50b17b1cf8b4d4415cad7d9f607f2e7d37d98
4619,47,Notorious B.I.G.,Big Poppa / Warning,1995,5me0Irg2ANcsgc93uaYrpb,east coast hip hop,2981962,https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f
4620,48,4 P.M.,Sukiyaki,1995,5t5SLR66rZDxwuVHTSATOt,unassigned,1775,https://i.scdn.co/image/10d856a19bc25074326cce837915280aa0087c29
4621,49,Brandy,I Wanna Be Down,1995,05oH07COxkXKIMt6mIPRee,dance pop,992717,https://i.scdn.co/image/880d6e3e6fbfbaa065a4e95339686c70bfa09dd5
4622,50,Boyz II Men,I'll Make Love To You,1995,6O74knDqdv3XaWtkII7Xjp,boy band,1157248,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb
4623,51,2Pac,Dear Mama / Old School,1995,1ZwdS5xdxEREPySFridCfh,g funk,4675847,https://i.scdn.co/image/fdb2382075f400ca2f2fbddaebb93add82ca8f32
4624,52,Jamie Walters,Hold On,1995,4JRaryUoRSFiZt04ReUD8N,unassigned,2639,https://i.scdn.co/image/29d7bfeac8faf651461f561bef7e13a9515d0de5
4625,53,Dr. Dre,Keep Their Heads Ringin',1995,6DPYiyq5kWVQS4RGwxzPC7,g funk,3672562,https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb
4626,54,Corona,The Rhythm Of The Night,1995,26T6b8maqEVltcmE4kSDUl,bubblegum dance,55834,https://i.scdn.co/image/7adce34e40001276fda526c6b091ab2ea48ea3fa
4627,55,Del Amitri,Roll To Me,1995,2Q4FnG5T6NTUcAAZwuMV5K,britpop,36545,https://i.scdn.co/image/bf2f0858f0611d829f9ead8502aaebac4a6f81c1
4628,56,Michael Jackson and Janet Jackson,Scream / Childhood,1995,3fMbdgg4jU18AjLCKBhRSm,pop,6612668,https://i.scdn.co/image/51dad9aaabe5643818840207a9a8957c2ad91bf2
4629,57,Jodeci,Freek'n You,1995,1eNkUXHPaXyuyC8NAgzykK,dance pop,710423,https://i.scdn.co/image/b4600df5d140fabc3e596758c9d4c9ccc83326ba
4630,58,Skee-lo,I Wish,1995,55Pp4Ns5VfTSFsBraW7MQy,hip hop,22427,https://i.scdn.co/image/9848aa1875abc2a329e74363892ad1e86e722d20
4631,59,Elton John,Believe,1995,3PhoLpVuITZKcymswpck5b,glam rock,1873729,https://i.scdn.co/image/f50ae3e5cf3637c5f486b6205468c245644be36e
4632,60,Natalie Merchant,Carnival,1995,73JEBdDEFeVaOLg3y0HhBD,folk,134268,https://i.scdn.co/image/142df893f10c035b2ea470cfd484ed120434105c
4633,61,Tom Petty,You Don't Know How It Feels,1995,2UZMlIwnkgAEDBsw1Rejkn,album rock,648514,https://i.scdn.co/image/a2e448a0e1ee6216126b7a92f405172a7ecf8c59
4634,62,Take That,Back For Good,1995,1XgFuvRd7r5g0h844A5ZUQ,boy band,473411,https://i.scdn.co/image/389524aff4bf2606b48ea979ab53e39c637ebc72
4635,63,69 Boyz,Tootsee Roll,1995,7qeBsFLeNEuzrDhDMbnDwF,miami bass,31527,https://i.scdn.co/image/e753f0070391069696f9fd06ef1b6a26aa459656
4636,64,Janet Jackson,You Want This-70's Love Groove,1995,4qwGe91Bz9K2T8jXTZ815W,dance pop,1160038,https://i.scdn.co/image/fb98451f3e31de67c35bcb22f0551728b180c3d4
4637,65,Groove Theory,Tell Me,1995,7opRqRgF9lvnVraBFCMvIj,neo soul,62479,https://i.scdn.co/image/0c6b42bbb8bec8960f105340259f29e1ae40d6d7
4638,66,Total,Can't You See,1995,1urjDGTd4iBze91Z1W1gu7,hip hop,181371,https://i.scdn.co/image/91e596f44efa630bb9489dc57c2aa571e2a3b095
4639,67,Sheryl Crow,All I Wanna Do,1995,4TKTii6gnOnUXQHyuo9JaD,folk-pop,387883,https://i.scdn.co/image/bd3437e8b4d86069095b0d86febbf2c3fafc53c7
4640,68,Subway,This Lil' Game We Play,1995,3Fvbvyqm3GBJKSqf1UwHKQ,unassigned,4503,https://i.scdn.co/image/281294fc7750be5e2cc079d2637987cfc8f90cc7
4641,69,Real McCoy,Come And Get Your Love,1995,2vRfKzjQYJQd67X8x49MOh,bubblegum dance,38081,https://i.scdn.co/image/c571dc85cd0ec5d9fac1b0a299d570b8d863cda9
4642,70,Bon Jovi,This Ain't A Love Song,1995,58lV9VcRSjABbAbfWS6skp,glam metal,4154189,https://i.scdn.co/image/255476a832d9647d73ed03ae51727cb911c565df
4643,71,Madonna,Secret,1995,6tbjWDEIzxoDsBA1FuhfPW,dance pop,2487563,https://i.scdn.co/image/19cf1c640fdaf39577fa07ad111d51cb1bc78216
4644,72,Junior M.A.F.I.A.,Player's Anthem,1995,3r0OeTcOw37N9juMYyyw39,east coast hip hop,94831,https://i.scdn.co/image/abb06e1a1f8ee6c8fb73d040f87cb678989917c2
4645,73,Naughty By Nature,Feel Me Flow,1995,4Otx4bRLSfpah5kX8hdgDC,east coast hip hop,305574,https://i.scdn.co/image/8e6cfc4fc96ec5feb0e5c8ae22bf1ed28daf133d
4646,74,Jade,Every Day Of The Week,1995,5K0BVchFxmuKBw7DojGSQO,electropop,6379,https://i.scdn.co/image/fd59e87421c1a0fe831a119ae16c2c34b95357cb
4647,75,Vanessa Williams,The Sweetest Days,1995,75L9s8KVrhCNtBUkZFnDFW,adult standards,128507,https://i.scdn.co/image/458af73774ab8a6411df7df25829c6bd345152fc
4648,76,20 Fingers feat. Gillette,Short Dick Man,1995,0OarfYzJPCi3lAVZ4nhTTd,eurodance,3181,https://i.scdn.co/image/a39f6b4f8e9e330bef478ab0e181ebaa4089e641
4649,77,Brandy,Brokenhearted,1995,05oH07COxkXKIMt6mIPRee,dance pop,992717,https://i.scdn.co/image/880d6e3e6fbfbaa065a4e95339686c70bfa09dd5
4650,78,Annie Lennox,"No More ""I Love You's""",1995,5MspMQqdVbdwP6ax3GXqum,folk,416419,https://i.scdn.co/image/fb1b39783fdc9625bcba0837e7da9882969eaa03
4651,79,Faith Evans,You Used To Love Me,1995,5NDMothbpdpq2xHqSjrrWn,dance pop,491693,https://i.scdn.co/image/c9253b30e414af228d6353f1236bdfe3208bbeb2
4652,80,Immature,Constantly,1995,4XDxFeclKBCFPb30yQlRUH,new jack swing,96966,https://i.scdn.co/image/ded0cadbeb862c6532b2017a49cff6ce702bf700
4653,81,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",1995,51Blml2LZPmy7TTiAg47vQ,irish rock,3460164,https://i.scdn.co/image/e22d5c0c8139b8439440a69854ed66efae91112d
4654,82,Crystal Waters,100% Pure Love,1995,2sd9Q3r0Jhqpe3w9WVuG43,disco house,29129,https://i.scdn.co/image/0254db261eadea36a4d07ff9fb8ad860ebe8ae77
4655,83,Raphael Saadiq,Ask Of You,1995,6g0Wah2YFtb1rFgKhUktlo,funk,254934,https://i.scdn.co/image/3212733dc8e8fa1d4f2579ffa11cfd81827a0ff6
4656,84,Az,Sugar Hill,1995,7HqrSDuI9lHuH1CDismTFg,alternative hip hop,113253,https://i.scdn.co/image/b56750e989b1147b3725cb2a93625df9a5aa6193
4657,85,Better Than Ezra,Good,1995,4UuoJfJ9UybJft7a8E6UHX,alternative rock,139051,https://i.scdn.co/image/9b848eb650386e054be7c6b0da252b2d65bd6281
4658,86,D'angelo,Brown Sugar,1995,336vr2M3Va0FjyvB55lJEd,funk,609184,https://i.scdn.co/image/c69197fa9d01ec73e2617525b920e76b550ba2e2
4659,87,Gloria Estefan,Turn The Beat Around,1995,5IFCkqu9J6xdWeYMk5I889,new wave pop,237094,https://i.scdn.co/image/a6a906253309fdbe30aa666f970434a8ee2cba40
4660,88,After 7,Til You Do Me Right,1995,4UPcJIhr5K5fPsm4itqT7E,funk,189682,https://i.scdn.co/image/e33def061f043de3fae3e3f98abeca8045e9a121
4661,89,Bone Thugs-N-Harmony,1st Of Tha Month,1995,5spEJXLwD1sKUdC2bnOHPg,dirty south rap,834834,https://i.scdn.co/image/fec248b91f6ba2e0422be663862876e99f0aa5d7
4662,90,Melissa Etheridge,Like The Way I Do-If I Wanted To,1995,01Ppu7N8uYJI8SAONo2YZA,folk,153910,https://i.scdn.co/image/dc8d287b1581103cbbb35d1c4ce739c1ac2718f0
4663,91,Firehouse,I Live My Life For You,1995,28pS8WVbFstY0o1SrqCf8I,album rock,221387,https://i.scdn.co/image/01d5c6fd796babf4ad6374a96f3aeb57d6421919
4664,92,Stevie B,Dream About You-Funky Melody,1995,6V7pNWhlJpD0s0bMdB1PU9,freestyle,68788,https://i.scdn.co/image/848e1570976d5b0fa53f209e88430e4174cd046e
4665,93,Rednex,Cotton Eye Joe,1995,22Zqu1yyebVnbve8FxbJ2g,bubblegum dance,44742,https://i.scdn.co/image/4f7dc6dc020567ca79347b4cb37a61b0277fcde7
4666,94,Boyz II Men,Thank You,1995,6O74knDqdv3XaWtkII7Xjp,boy band,1157248,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb
4667,95,Pretenders,I'll Stand By You,1995,0GByy3DcfbQwDvXGCWmzv9,album rock,311295,https://i.scdn.co/image/b65e8ef3f06ef30e130cbc4532e4b9d8fd024704
4668,97,Da Brat,Give It 2 You,1995,2I1bnmb9VQEQGKHxvr0gSf,hip hop,135982,https://i.scdn.co/image/588abbff92446ec0bd740cf837a83c9494d5dfec
4669,98,Brandy,Best Friend,1995,05oH07COxkXKIMt6mIPRee,dance pop,992717,https://i.scdn.co/image/880d6e3e6fbfbaa065a4e95339686c70bfa09dd5
4670,99,Soul Asylum,Misery,1995,02da1vDJ2hWqfK7aJL6SJm,alternative rock,193694,https://i.scdn.co/image/7abc7edf2b7eeee7c50dc9650de8623718ba7445
4671,100,Van Halen,Can't Stop Lovin' You,1995,2cnMpRsOVqtPMfq7YiFE6K,album rock,1923195,https://i.scdn.co/image/40982a5747afcbff089b1031e96c883c3b009066
