,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
2376,1,Tony Orlando and Dawn,Tie A Yellow Ribbon 'Round The Ole Oak Tree,1973,72NXpYBIaTfEeAAsxXLs0P,bubblegum pop,18557,https://i.scdn.co/image/5761f0bf0d3ad46af08b9a78bf4583e0a9bdb994
2377,2,Jim Croce,Bad Bad Leroy Brown,1973,1R6Hx1tJ2VOUyodEpC12xM,album rock,323791,https://i.scdn.co/image/9f9b40704e3361c93ea8a8b7a86a5d9ee755466e
2378,3,Roberta Flack,Killing Me Softly With His Song,1973,0W498bDDNlJIrYMKXdpLHA,adult standards,312147,https://i.scdn.co/image/d3b80d0493e0b44c1879fefff018b0a224d62468
2379,4,Marvin Gaye,Let's Get It On,1973,3koiLjNrgRTNbOwViDipeA,classic soul,2454691,https://i.scdn.co/image/cf79bd3e5c787e2ec152eeb1ea5538b0d4cf1434
2380,5,Paul McCartney and Wings,My Love,1973,4STHEaNw4mPZ2tzheohgXB,album rock,1760594,https://i.scdn.co/image/2e9e61aa45f32c8d6c35a7e407d50ce1256df210
2381,6,Kris Kristofferson,Why Me,1973,0vYQRW5LIDeYQOccTviQNX,country rock,178612,https://i.scdn.co/image/c89f4c57259c307731fe2ba93fb9d0ff40096ecd
2382,7,Elton John,Crocodile Rock,1973,3PhoLpVuITZKcymswpck5b,glam rock,1873729,https://i.scdn.co/image/f50ae3e5cf3637c5f486b6205468c245644be36e
2383,8,Billy Preston,Will It Go Round In Circles,1973,0IecGJbdBeYSOVtSPRehh5,funk,21166,https://i.scdn.co/image/49bc10d9841773e35824e64018df6bcffe20be8b
2384,9,Carly Simon,You're So Vain,1973,4FtSnMlCVxCswABUmdhwpm,adult standards,283374,https://i.scdn.co/image/5b2f886c878188a351d5e057c193034fee06aaa7
2385,10,Diana Ross,Touch Me In The Morning,1973,3MdG05syQeRYPPcClLaUGl,adult standards,690619,https://i.scdn.co/image/5e4a4550958951f0610f37307ab9a5dd6316a9e7
