,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
4274,1,Boyz II Men,End Of The Road,1992,6O74knDqdv3XaWtkII7Xjp,boy band,1157248,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb
4275,2,Sir Mix A-lot,Baby Got Back,1992,3TQ9JTBI2n2hfo7aRONEYV,electro,158965,https://i.scdn.co/image/07b5316f828fe20d0efe0029797157f394ae7640
4276,3,Kris Kross,Jump,1992,4LcUpNlXFEleaLlelmkv2R,dutch house,46928,https://i.scdn.co/image/2587f64a7ee963581743bf06e6c93a0846557f0f
4277,4,Vanessa Williams,Save The Best For Last,1992,75L9s8KVrhCNtBUkZFnDFW,adult standards,128507,https://i.scdn.co/image/458af73774ab8a6411df7df25829c6bd345152fc
4278,5,TLC,Baby-Baby-Baby,1992,0TImkz4nPqjegtVSMZnMRq,dance pop,1222832,https://i.scdn.co/image/0a92641cc8acb39e4aee7e959cb2a42287ea4801
4279,6,Eric Clapton,Tears In Heaven,1992,6PAt558ZEZl0DmdXlnjMgD,album rock,2182913,https://i.scdn.co/image/4848283fa07f0846bd312fa9d49dae7ef6da3fff
4280,7,En Vogue,My Lovin' (You're Never Gonna Get It),1992,5fikk4h5qbEebqK2Fc6e48,dance pop,382711,https://i.scdn.co/image/72fc22ee4af38947cb314d3b7e0c1a6be10fc504
4281,8,Red Hot Chili Peppers,Under The Bridge,1992,0L8ExT028jH3ddEcZwqJJ5,alternative rock,8357752,https://i.scdn.co/image/5b2072e522bf3324019a8c2dc3db20116dff0b87
4282,9,Color Me Badd,All 4 Love,1992,1QtIfAa6y7w2JhxYJhYeUG,boy band,132989,https://i.scdn.co/image/3922434d2ac69630c50292c0d88333f557929ebf
4283,10,Jon Secada,Just Another Day,1992,10n1KB2sjTrGdyuC83y8jW,unassigned,71652,https://i.scdn.co/image/ee5bad15b240a6ed3c619dea089c0b92205c5eca
4284,11,Shanice,I Love Your Smile,1992,0Ttph0pOZiPNTD3y2wUUb6,hip pop,68855,https://i.scdn.co/image/6f04253704c08e9fb0b7681bdac688bb8d0f077d
4285,12,Mr. Big,To Be With You,1992,5OfhOoKunSnuubxxRML8J3,album rock,172680,https://i.scdn.co/image/ac0ab5526826d20fa8430d4d4029a16be839b863
4286,13,Right Said Fred,I'm Too Sexy,1992,15ajdFAi5bjj5pS9laBfBL,europop,17843,https://i.scdn.co/image/ea4bfa3ec5dbd7e653c4a599f2ba4b5c5a34ff46
4287,14,Michael Jackson,Black Or White,1992,3fMbdgg4jU18AjLCKBhRSm,pop,6612668,https://i.scdn.co/image/51dad9aaabe5643818840207a9a8957c2ad91bf2
4288,15,Billy Ray Cyrus,Achy Breaky Heart,1992,60rpJ9SgigSd16DOAG7GSa,contemporary country,58940,https://i.scdn.co/image/443338be1c411fe5a6008c4705a6810b544e20ab
4289,16,Mariah Carey,I'll Be There,1992,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,3468195,https://i.scdn.co/image/afd38eeb7e2d9b2e1462de29fd8d96acb1959115
4290,17,Guns N' Roses,November Rain,1992,3qm84nBOXUEQ2vnTfUTTFC,glam metal,8707631,https://i.scdn.co/image/80920b4fc80b6d970e2934eb8abe27014fc60632
