,Rank,Artist,Song,Year,Artist_ID,Genre,Followers,Img
618,1,Kitty Kallen,Little Things Mean A Lot,1954,0EYASMyi33J1ywBDgei1II,deep adult standards,2410,https://i.scdn.co/image/deb6e18199aa9b017051ba82bbf91fa48e1e6dfc
619,2,Perry Como,Wanted,1954,5v8jlSmAQfrkTjAlpUfWtu,adult standards,122398,https://i.scdn.co/image/67994599f4a13b71c23e0fdfc2ffbf9ab94bb513
620,3,Rosemary Clooney,Hey There,1954,0NkyXWGxE3WTFixDSJ39PK,adult standards,55366,https://i.scdn.co/image/5974256cb22557291dcc9c71640bcd47a8c879d8
621,4,Crew Cuts,Sh-Boom,1954,49ttCh41vxv6R4r8S2YwXv,doo-wop,4394,https://i.scdn.co/image/546e2016c56a82eb6c127f1a49327b9ad4bac146
622,5,Jo Stafford,Make Love To Me,1954,1Jqk46QvzUn7SnwmTGX6Cw,adult standards,24955,https://i.scdn.co/image/8e86114be76f1cb4fb5d73607768d41d894ddf8b
623,6,Eddie Fisher,Oh! My Pa-pa,1954,6bHSJldq5J4lYowHOm9OOX,adult standards,9903,https://i.scdn.co/image/d8f05500091edd1076326420945e0c599ec0d046
624,7,Four Knights,I Get So Lonely,1954,7wzsyXOEYmwxPXCcposy74,deep adult standards,927,https://i.scdn.co/image/f3c4b621737a16cba0995241c9bce72cb439fd28
625,8,Four Aces,Three Coins In The Fountain,1954,542GsScaNnc2Ed8yokKLsy,adult standards,14581,https://i.scdn.co/image/c8b9787f783185cffd8de89c711931c0d9392200
626,9,Doris Day,Secret Love,1954,3ESG6pj6a0LvUKklENalT6,adult standards,132932,https://i.scdn.co/image/177e8ea19a5da187ddc33cc76d6d65b764fdf277
627,10,Archie Bleyer,Hernando's Hideaway,1954,3Cy9gpCL0fO7IEmPQ9qSSo,unassigned,1,https://i.scdn.co/image/9b0718f5f80354c59eb33c72e5aa1b2fffec8a7a
628,11,Frank Sinatra,Young At Heart,1954,1Mxqyy3pSjf8kZZL4QVxS0,adult standards,2396530,https://i.scdn.co/image/fc4e0f474fb4c4cb83617aa884dc9fd9822d4411
629,12,Rosemary Clooney,This Ole House,1954,0NkyXWGxE3WTFixDSJ39PK,adult standards,55366,https://i.scdn.co/image/5974256cb22557291dcc9c71640bcd47a8c879d8
630,13,Eddie Fisher,I Need You Now,1954,6bHSJldq5J4lYowHOm9OOX,adult standards,9903,https://i.scdn.co/image/d8f05500091edd1076326420945e0c599ec0d046
631,14,Patti Page,Cross Over The Bridge,1954,4nZN9kln8toEzOifhWG2uF,adult standards,38771,https://i.scdn.co/image/353b05113b1a140d64d83d9cf85f1a7bb8e51e19
632,15,Gaylords,The Little Shoemaker,1954,6meQXl5saAZt5MZnQcKCWF,deep adult standards,718,https://i.scdn.co/image/d428585d393b4ac85710647f14f86a30f9f4e249
633,16,Dean Martin,That's Amore,1954,49e4v89VmlDcFCMyDv9wQ9,adult standards,514599,https://i.scdn.co/image/492d4ece2bf7c87952be47359f038182fbf15d9d
634,17,Frank Weir,The Happy Wanderer,1954,4kMGhg20APrWJbcOO9RfdJ,deep adult standards,36,https://i.scdn.co/image/8c039685cc62e576fd3ce88ab3a76017fcdc43b8
635,18,Nat King Cole,Answer Me My Love,1954,7v4imS0moSyGdXyLgVTIV7,adult standards,830065,https://i.scdn.co/image/a4c0918f13b67aa8d9f4ea1d64bdba44c51fb1d2
636,19,Tony Bennett,Stranger In Paradise,1954,2lolQgalUvZDfp5vvVtTYV,adult standards,351308,https://i.scdn.co/image/cdc8a7ef4d569d7519c12758067715f5833bd4c9
637,20,Doris Day,If I Give My Heart To You,1954,3ESG6pj6a0LvUKklENalT6,adult standards,132932,https://i.scdn.co/image/177e8ea19a5da187ddc33cc76d6d65b764fdf277
638,21,Kay Starr,If You Love Me (Really Love Me),1954,7rpf45DdbpweG51Acze45i,adult standards,15771,https://i.scdn.co/image/49f8330145cdbecedad4fb3398460c86d450bdf9
639,22,Ralph Marterie,Skokiaan,1954,6RMVDGTwRURNgXI8gjgi38,deep adult standards,89,https://i.scdn.co/image/de0559a467dfec9f29fc487da884dd955ad72fc2
640,23,Don Cornell,Hold My Hand,1954,2Oe27JVtJqG8OLkgYDGzvS,deep adult standards,1182,https://i.scdn.co/image/d764d2b8992fdf8886f9ba96521ec9bcf6753a1f
641,24,Patti Page,Changing Partners,1954,4nZN9kln8toEzOifhWG2uF,adult standards,38771,https://i.scdn.co/image/353b05113b1a140d64d83d9cf85f1a7bb8e51e19
642,25,Perry Como,Papa Loves Mambo,1954,5v8jlSmAQfrkTjAlpUfWtu,adult standards,122398,https://i.scdn.co/image/67994599f4a13b71c23e0fdfc2ffbf9ab94bb513
643,26,Bill Haley and His Comets,"Shake, Rattle And Roll",1954,3MFp4cYuYtTZe3d3xkLLbr,adult standards,82556,https://i.scdn.co/image/d8c0d58a5bdde0e7d0b32d51fa95154fe0e2b11b
644,27,Tony Bennett,Rags To Riches,1954,2lolQgalUvZDfp5vvVtTYV,adult standards,351308,https://i.scdn.co/image/cdc8a7ef4d569d7519c12758067715f5833bd4c9
645,28,Kitty Kallen,In The Chapel In The Moonlight,1954,0EYASMyi33J1ywBDgei1II,deep adult standards,2410,https://i.scdn.co/image/deb6e18199aa9b017051ba82bbf91fa48e1e6dfc
646,29,Four Aces,Stranger In Paradise,1954,542GsScaNnc2Ed8yokKLsy,adult standards,14581,https://i.scdn.co/image/c8b9787f783185cffd8de89c711931c0d9392200
647,30,Tony Martin,Here,1954,0EFbbYqV2BDlRwk7A1SGtb,unassigned,2004,https://i.scdn.co/image/5ef14f40cf2f36863332958cc7699c39e32bdc57
