City,Date,Lat,Lng,Name,Popularity
"Dublin, Ireland",2007-06-10,53.3331,-6.24889,"Beyoncé at The Point Theatre (June 10, 2007)",0.649994
"Dublin, Ireland",2007-06-09,53.3331,-6.24889,"Beyoncé at The Point Theatre (June 9, 2007)",0.649994
"Manchester, UK",2007-06-07,53.487311,-2.2433451,"Beyoncé at Manchester Arena (June 7, 2007)",0.649994
"Nottingham, UK",2007-06-06,52.954,-1.147,"Beyoncé at NIC (June 6, 2007)",0.649994
"London, UK",2007-06-04,51.5586053,-0.2803252,"Beyoncé at SSE Arena, Wembley (June 4, 2007)",0.661615
"London, UK",2007-06-03,51.5586053,-0.2803252,"Beyoncé at SSE Arena, Wembley (June 3, 2007)",0.661615
"London, UK",2007-06-02,51.5586053,-0.2803252,"Beyoncé at SSE Arena, Wembley (June 2, 2007)",0.661615
"Birmingham, UK",2007-06-01,52.4491038,-1.7170202,"Beyoncé with Katy Shotter at Genting Arena (June 1, 2007)",0.666648
"Lyon, France",2007-05-30,45.764043,4.835659,"Beyoncé at Halle Tony Garnier (May 30, 2007)",0.692332
"Marseille, France",2007-05-29,43.3148759,5.4043483,"Beyoncé at Le Dôme (May 29, 2007)",0.657509
"Barcelona, Spain",2007-05-27,41.3624135,2.1556646,"Beyoncé at Palau Sant Jordi (May 27, 2007)",0.649994
"Madrid, Spain",2007-05-26,40.4239334,-3.674995,"Beyoncé at WiZink Center (May 26, 2007)",0.707359
"Lisbon, Portugal",2007-05-24,38.7685025,-9.0940898,"Beyoncé at Altice Arena (May 24, 2007)",0.695959
"Antwerp, Belgium",2007-05-19,51.2307931,4.4423175,"Beyoncé at Sportpaleis (May 19, 2007)",0.702204
"Rotterdam, Netherlands",2007-05-18,51.88315,4.4881718,"Beyoncé at Ahoy (May 18, 2007)",0.675308
"Oberhausen, Germany",2007-05-17,51.4901,6.8731,"Beyoncé at König Pilsener Arena (May 17, 2007)",0.649994
"Paris, France",2007-05-16,48.8401275,2.3804432,"Beyoncé at Bercy Arena (May 16, 2007)",0.658282
"Hamburg, Germany",2007-05-14,53.5886924,9.8991894,"Beyoncé at O2 World (May 14, 2007)",0.649994
"Milan, Italy",2007-05-10,45.4029776,9.1309141,"Beyoncé at Mediolanum Forum (May 10, 2007)",0.649994
"Munich, Germany",2007-05-07,48.1714582,11.5419624,"Beyoncé at Olympiahalle (May 7, 2007)",0.649994
"Stockholm, Sweden",2007-05-03,59.2941674,18.0808159,"Beyoncé at Ericsson Globe Arena (May 3, 2007)",0.669128
"Darling Harbour, NSW, Australia",2007-04-26,-33.8657305,151.20733,"Beyoncé with Chris Brown at Sydney Entertainment Centre (April 26, 2007)",0.663025
"Melbourne, VIC, Australia",2007-04-25,-37.8246314,144.9813259,"Pink, Chris Brown, and Beyoncé at Rod Laver Arena (April 25, 2007)",0.700666
"Hampton, VA, US",2007-03-26,37.0347535,-76.3813734,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Hampton Coliseum (March 26, 2007)",0.707223
"London, UK",2006-11-15,51.5073509,-0.1277583,World Music Awards 2006,0.897226
"London, UK",2006-11-13,51.512222,-0.2249221,"Beyoncé at BBC Television Centre (November 13, 2006)",0.649994
"Las Vegas, NV, US",2005-08-26,36.1699412,-115.1398296,"Beyoncé at Unknown venue (August 26, 2005)",0.674905
"London, UK",2004-07-09,51.5586053,-0.2803252,"Usher with Beyoncé at SSE Arena, Wembley (July 9, 2004)",0.661615
"Anaheim, CA, US",2004-04-19,33.807723,-117.876522,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Honda Center (April 19, 2004)",0.707223
"Oakland, CA, US",2004-04-18,37.7515541,-122.2015715,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Oracle Arena (April 18, 2004)",0.707223
"Anaheim, CA, US",2004-04-17,33.807723,-117.876522,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Honda Center (April 17, 2004)",0.707223
"Las Vegas, NV, US",2004-04-16,36.0919655,-115.1730561,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Mandalay Bay Resort & Casino (April 16, 2004)",0.707223
"Phoenix, AZ, US",2004-04-15,33.445899,-112.071313,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Talking Stick Resort Arena (April 15, 2004)",0.707223
"New York, NY, US",2004-04-12,40.7497096,-73.991556,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Madison Square Garden (April 12, 2004)",0.718192
"Washington, DC, US",2004-04-11,38.8975641,-77.0210577,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Verizon Center (April 11, 2004)",0.707223
"Uniondale, NY, US",2004-04-10,40.7228919,-73.5905136,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at NYCB LIVE: Home of the Nassau Veterans Memorial Coliseum (April 10, 2004)",0.717689
"Hartford, CT, US",2004-04-09,41.7780919,-72.6802608,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at XL Center (April 9, 2004)",0.707223
"Pittsburgh, PA, US",2004-04-06,40.441093,-79.988708,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Mellon Arena (April 6, 2004)",0.707223
"Auburn Hills, MI, US",2004-04-03,42.696511,-83.2437214,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at The Palace of Auburn Hills (April 3, 2004)",0.707223
"Rosemont, IL, US",2004-04-02,42.0047854,-87.8878325,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Allstate Arena (April 2, 2004)",0.707223
"Minneapolis, MN, US",2004-04-01,44.979657,-93.274889,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Target Center (April 1, 2004)",0.707223
"Cleveland, OH, US",2004-03-30,41.4967035,-81.6894825,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Quicken Loans Arena (March 30, 2004)",0.707223
"Atlanta, GA, US",2004-03-28,33.7570952,-84.3971653,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Philips Arena (March 28, 2004)",0.707223
"Charlotte, NC, US",2004-03-27,35.186365,-80.912742,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Charlotte Coliseum (March 27, 2004)",0.707223
"Boston, MA, US",2004-03-24,42.3664872,-71.0621057,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at FleetCenter (March 24, 2004)",0.707223
"Philadelphia, PA, US",2004-03-23,39.9045537,-75.1736495,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Wachovia Spectrum Center (March 23, 2004)",0.707223
"Greensboro, NC, US",2004-03-21,36.0597573,-79.8256684,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at Greensboro Coliseum Complex (March 21, 2004)",0.707223
"Houston, TX, US",2004-03-18,29.6847238,-95.4090033,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at NRG Park (March 18, 2004)",0.707223
"San Antonio, TX, US",2004-03-17,29.4270165,-98.4373167,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at AT&T Center (March 17, 2004)",0.707223
"Dallas, TX, US",2004-03-15,32.790442,-96.810159,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at American Airlines Center (March 15, 2004)",0.707223
"New Orleans, LA, US",2004-03-14,29.9519059,-90.0795886,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at New Orleans Arena (March 14, 2004)",0.707223
"Sunrise, FL, US",2004-03-12,26.155362,-80.33023,"Beyoncé, Alicia Keys, Missy Elliott, and Tamia at BB&T Center (March 12, 2004)",0.707223
"Stockholm, Sweden",2004-01-25,59.2941674,18.0808159,"Kylie Minogue with Beyoncé, Dido, Sugababes, and 5 more… at Ericsson Globe Arena (January 25, 2004)",0.704298
"New York, NY, US",2003-12-11,40.71278,-74.00594,Z100's Jingle Ball 2003,0.723474
"Cape Town, South Africa",2003-11-29,-33.9167,18.4167,"Anastacia, Angélique Kidjo, Baaba Maal, Beyoncé, and 20 more… at Green Point Stadium (November 29, 2003)",0.707086
"Amsterdam, Netherlands",2003-11-19,52.3123574,4.9441509,"Beyoncé at AFAS Live (November 19, 2003)",0.699285
"Dublin, Ireland",2003-11-15,53.3331,-6.24889,"Beyoncé at The Point Theatre (November 15, 2003)",0.649994
"Belfast, UK",2003-11-14,54.6038086,-5.9156209,"Beyoncé at SSE Arena (November 14, 2003)",0.650995
"Birmingham, UK",2003-11-13,52.4491038,-1.7170202,"Beyoncé at Genting Arena (November 13, 2003)",0.666648
"London, UK",2003-11-11,51.5586053,-0.2803252,"Beyoncé at SSE Arena, Wembley (November 11, 2003)",0.661615
"London, UK",2003-11-10,51.5586053,-0.2803252,"Beyoncé at SSE Arena, Wembley (November 10, 2003)",0.661615
"Newcastle Upon Tyne, UK",2003-11-09,54.973,-1.611,"Beyoncé at Telewest Arena (November 9, 2003)",0.649994
"Glasgow, UK",2003-11-05,55.8701275,-4.3562954,"Beyoncé at Braehead Arena (November 5, 2003)",0.649994
"Manchester, UK",2003-11-03,53.487311,-2.2433451,"Beyoncé at Manchester Arena (November 3, 2003)",0.649994
"London, UK",2003-10-15,51.500786,-0.1781517,"Roxy Music and Duran Duran with Beyoncé, Robbie Williams, and 1 more… at Royal Albert Hall (October 15, 2003)",0.712803
"Paris, France",1999-01-13,48.8700741,2.3277568,"Big Bang, Grime, and Beyoncé at L'Olympia (January 13, 1999)",0.649994
